iso3,scenario,hiv,measure,year,best,lo,hi
ZWE,Baseline,a,inc,2019,193.3908,143.5258,254.1315
ZWE,Baseline,pos,inc,2019,116.6824,83.7976,152.1357
ZWE,COVID,a,inc,2019,193.3908,143.5258,254.1315
ZWE,COVID,pos,inc,2019,116.6824,83.7976,152.1357
ZWE,Baseline,a,mort,2019,41.1967,32.1253,52.6249
ZWE,Baseline,pos,mort,2019,30.068,20.7664,40.5501
ZWE,COVID,a,mort,2019,41.1967,32.1253,52.6249
ZWE,COVID,pos,mort,2019,30.068,20.7664,40.5501
ZWE,Baseline,a,inc,2020,185.1888,134.5966,246.9168
ZWE,Baseline,pos,inc,2020,110.4849,78.9017,148.2809
ZWE,COVID,a,inc,2020,181.1113,131.2555,241.2674
ZWE,COVID,pos,inc,2020,107.8853,77.4143,144.1927
ZWE,Baseline,a,mort,2020,39.206,29.9877,49.8737
ZWE,Baseline,pos,mort,2020,28.2569,19.0317,38.1528
ZWE,COVID,a,mort,2020,41.808,32.2085,53.3155
ZWE,COVID,pos,mort,2020,30.1319,20.2973,40.7885
ZWE,Baseline,a,inc,2021,180.9994,128.341,242.6834
ZWE,Baseline,pos,inc,2021,107.465,75.0776,145.6514
ZWE,COVID,a,inc,2021,189.7081,139.1073,257.1151
ZWE,COVID,pos,inc,2021,115.5632,80.1046,160.8601
ZWE,Baseline,a,mort,2021,37.5052,28.6849,47.9763
ZWE,Baseline,pos,mort,2021,26.8825,18.1181,36.4091
ZWE,COVID,a,mort,2021,45.952,34.8081,59.4529
ZWE,COVID,pos,mort,2021,33.3866,21.9851,45.8515
ZWE,Baseline,a,inc,2022,177.7135,125.6381,238.6954
ZWE,Baseline,pos,inc,2022,104.9398,72.6558,143.8515
ZWE,COVID,a,inc,2022,189.7019,138.6466,257.097
ZWE,COVID,pos,inc,2022,113.8046,77.3422,158.3869
ZWE,Baseline,a,mort,2022,36.51,27.1357,46.8443
ZWE,Baseline,pos,mort,2022,26.2927,16.8483,35.2244
ZWE,COVID,a,mort,2022,40.8924,30.6035,52.9881
ZWE,COVID,pos,mort,2022,29.9226,19.4921,40.6764
ZWE,Baseline,a,inc,2023,175.1476,122.996,235.6798
ZWE,Baseline,pos,inc,2023,103.991,70.6934,142.6275
ZWE,COVID,a,inc,2023,184.2455,132.3659,249.2414
ZWE,COVID,pos,inc,2023,109.4989,73.7979,151.7931
ZWE,Baseline,a,mort,2023,35.849,25.6427,45.7636
ZWE,Baseline,pos,mort,2023,25.6382,15.9545,34.6016
ZWE,COVID,a,mort,2023,38.3054,28.2323,49.3264
ZWE,COVID,pos,mort,2023,27.9008,17.5872,37.7599
ZWE,Baseline,a,inc,2024,173.5694,118.1836,234.535
ZWE,Baseline,pos,inc,2024,103.3424,68.6842,141.815
ZWE,COVID,a,inc,2024,180.7745,128.368,243.9468
ZWE,COVID,pos,inc,2024,106.1883,71.2713,148.2255
ZWE,Baseline,a,mort,2024,35.2221,24.3283,44.9604
ZWE,Baseline,pos,mort,2024,25.358,15.3065,34.2683
ZWE,COVID,a,mort,2024,37.022,26.5737,47.3919
ZWE,COVID,pos,mort,2024,26.6053,16.5303,36.3602
