"","iso3","g.whoregion","year","country","inc","inc.sd","inc.f","inc.f.sd","inc.m","inc.m.sd","inc.15plus","inc.15plus.sd","inc.15plus.f","inc.15plus.f.sd","inc.15plus.m","inc.15plus.m.sd","inc.014","inc.014.sd","inc.014.f","inc.014.f.sd","inc.014.m","inc.014.m.sd","e.pop.m014","e.pop.f014","e.pop.014","e.pop.m15plus","e.pop.f15plus","e.pop.15plus","e.pop.f","e.pop.m","e.pop.num"
"53","DJI","EMR",2020,"Djibouti",219.886102484503,28.2018044212097,192.873268090956,34.5046119191786,244.297342031247,43.7042679014484,309.316179031926,39.6717859237558,272.701863328674,48.7857755350286,342.085751530683,61.1984035759709,NA,NA,NA,NA,NA,NA,148.359,137.294,285.653,370.634,331.715,702.349,469.009,518.993,988.002
"54","DMA","AMR",2020,"Dominica",47.1578625206428,3.67605866374316,37.2609870294811,4.02792156065396,57.3050415921385,6.19468862648541,62.0001402692549,4.8330467202647,48.4905078482213,5.24183543217403,76.1425317147935,8.23102578936343,0,0,0,0,0,0,8.794,8.44,17.234,26.752,28.005,54.757,36.445,35.546,71.991
"55","DNK","EUR",2020,"Denmark",4.85166830593349,0.37110374631052,3.56217977124001,0.372792912474042,6.15615091939308,0.64425985723663,5.43860624078327,0.442327215265174,4.14002164970079,0.463635725851754,6.76918509427888,0.758072375017093,1.83373147268371,0.14913919117253,0.471187405010134,0.0527676744274674,3.12445445190285,0.349903655166493,484.301,458.773,943.074,2395.06,2454.069,4849.129,2912.842,2879.361,5792.203
"56","DOM","AMR",2020,"Dominican Republic",40.4890354499934,5.19298414964383,29.6412794724979,5.19424853290645,51.3597994880339,9.00013656254657,55.8002560963637,7.15674854275963,40.5257097635366,7.10160331235201,71.3546805105692,12.5039792867888,NA,NA,NA,NA,NA,NA,1518.28,1458.313,2976.593,3899.926,3971.385,7871.311,5429.698,5418.206,10847.904
"57","DZA","AFR",2020,"Algeria",58.0108917333928,7.44027630102011,44.6602475231052,7.88017812772051,71.0863894009721,12.5429983487296,83.8108016749571,10.7492835024415,64.2220553604477,11.3318054430136,103.174345275282,18.2048301133919,NA,NA,NA,NA,NA,NA,6889.992,6608.9,13498.892,15263.816,15088.335,30352.151,21697.235,22153.808,43851.043
"58","ECU","AMR",2020,"Ecuador",47.1208827316347,6.04356179618873,28.5375436906965,4.81500463795132,65.6945466214674,11.0843298252609,64.8975851268879,8.32354029468241,38.9832489952401,6.57745903953484,91.2274553344518,15.3923766286544,NA,NA,NA,NA,NA,NA,2469.629,2363.146,4832.775,6354.198,6456.087,12810.285,8819.233,8823.827,17643.06
"59","EGY","EMR",2020,"Egypt",10.9501737445366,0.678923433486281,8.98345702754145,0.774106290465952,12.8761386571158,1.10953944576424,16.5713433624097,1.02744244936758,13.4617413587092,1.16000094779263,19.6767743476176,1.69555158463739,NA,NA,NA,NA,NA,NA,17869.409,16843.47,34712.879,33833.453,33788.071,67621.524,50631.541,51702.862,102334.403
"60","ERI","AFR",2020,"Eritrea",79.600803631823,26.1779411918475,65.4984497421218,29.9848861155705,93.634381147626,42.8653848490694,135.202733007655,44.463485695721,109.78851547241,50.2606725227678,161.173582479837,73.7845175652832,NA,NA,NA,NA,NA,NA,744.875,713.588,1458.463,1032.673,1055.291,2087.964,1768.879,1777.548,3546.427
"61","ESP","EUR",2020,"Spain",8.91370306283027,0.681808475784837,6.82316319348582,0.720622175756743,11.0768536885968,1.16987182913,10.4131400513509,0.796500298080527,7.90712122890849,0.835103417926216,13.0491405388296,1.3781731112374,NA,NA,NA,NA,NA,NA,3473.016,3259.425,6732.441,19505.322,20517.02,40022.342,23776.445,22978.338,46754.783
"62","EST","EUR",2020,"Estonia",10.4030111440372,0.795725536303089,5.10684259608098,0.497373412140273,16.2859452372163,1.58614564677988,12.3545953949002,0.952909617061843,5.82895317069709,0.569629558996886,19.8425007560894,1.9390917415339,0.525464464894404,0.0405290603226735,1.08276056868468,0.105811868302471,0,0,112.644,106.21,218.854,515.812,591.873,1107.685,698.083,628.456,1326.539
"63","ETH","AFR",2020,"Ethiopia",129.072694083644,21.2526799756279,116.601380224928,27.0244707935449,141.52881105306,32.8018520310008,214.826265122785,35.3725774101781,192.504646130417,44.6164202939766,237.48582496566,55.0416189609847,NA,NA,NA,NA,NA,NA,23239.887,22650.86,45890.747,34276.948,34795.888,69072.836,57446.748,57516.835,114963.583
"64","FIN","EUR",2020,"Finland",3.6114453036592,0.276239182208185,2.9893402157595,0.319258966246023,4.25083241655889,0.453985249267076,4.16910051897633,0.328185325283822,3.43210567774945,0.377291289877171,4.9371985713228,0.542746113393451,0.654121935154333,0.0514914953685546,0.535748393919489,0.0588948073195848,0.767118414177237,0.0843293077628215,449.735,429.306,879.041,2282.671,2379.006,4661.677,2808.312,2732.406,5540.718
"65","FJI","WPR",2020,"Fiji",66.2954868504587,8.44386792426903,55.8653753624331,9.92328334143323,76.4592964465567,13.5813508421538,68.7320723975438,11.196010500648,55.4573763779001,12.5505919194799,81.782844923352,18.5083244049052,60.3332271223989,9.82789287209822,56.8793369174372,12.8723966571531,63.6268025239347,14.3994196223366,133.123,126.944,260.067,320.895,315.482,636.377,442.426,454.018,896.444
"66","FRA","EUR",2020,"France",7.65685780780418,0.585672478412153,5.22602719454127,0.542131525519525,10.2489108484231,1.06318958289633,9.29835805720335,0.711230709152692,6.27526673278676,0.650976315324405,12.5983809222722,1.30691617441287,NA,NA,NA,NA,NA,NA,5891.064,5632.098,11523.162,25698.131,28052.219,53750.35,33684.317,31589.195,65273.512
"67","FSM","WPR",2020,"Micronesia (Federated States of)",74.6743763639169,9.57747627758592,57.791700699568,10.1949427942101,90.9972793177123,16.0526865595386,95.5493944093212,13.7924688305889,66.943594955144,13.0603401544268,123.408924597279,24.0764263468737,28.6244717401893,4.13191665639817,37.3610856306228,7.28894955822963,20.3122144559106,3.96280525809247,18.385,17.492,35.877,40.095,39.049,79.144,56.541,58.48,115.021
"68","GAB","AFR",2020,"Gabon",516.753150113334,103.286939668845,404.163662788845,111.290325761669,625.369197168173,172.20138295936,823.695192329224,164.637517191656,647.63775508044,178.33324312511,991.792131606859,273.099438610476,NA,NA,NA,NA,NA,NA,418.539,410.857,829.396,714.315,682.017,1396.332,1092.874,1132.854,2225.728
"69","GBR","EUR",2020,"United Kingdom of Great Britain and Northern Ireland",7.08945838084681,0.542272139504607,5.71245406971704,0.607653393537092,8.4993529907808,0.904105420312535,8.61178785063947,0.658715006401976,6.88771885677645,0.732670352526255,10.4038921222721,1.10669780044387,NA,NA,NA,NA,NA,NA,6140.283,5860.113,12000.396,27402.132,28483.476,55885.608,34343.589,33542.415,67886.004
"70","GEO","EUR",2020,"Georgia",68.9235456954674,6.07850701544575,45.310928217988,5.39508225140281,94.8551769193393,11.2942175668792,86.392385162752,7.6191193298898,55.6255402376271,6.62322262340184,121.706705599068,14.4913757691145,NA,NA,NA,NA,NA,NA,419.458,387.167,806.625,1481.769,1700.781,3182.55,2087.948,1901.227,3989.175
"71","GHA","AFR",2020,"Ghana",140.073412643251,43.4738803669339,119.489218197314,51.7984429375089,160.099477403547,69.4029450499749,222.802570673366,69.1501129309133,189.226537712532,82.0294932366152,255.753657059623,110.868925340076,NA,NA,NA,NA,NA,NA,5890.642,5647.1,11537.742,9859.357,9675.846,19535.203,15322.946,15749.999,31072.945
"72","GIN","AFR",2020,"Guinea",175.408508539596,35.0602534144939,137.872745352651,38.2981683501214,215.46305140708,59.8511344277117,307.998764808712,61.5620920299139,235.295134240127,65.3600727253489,390.359460849824,108.433703198191,NA,NA,NA,NA,NA,NA,2846.499,2807.031,5653.53,3506.735,3972.527,7479.262,6779.558,6353.234,13132.792
"73","GMB","AFR",2020,"Gambia",153.461226145381,21.6107324559443,86.6455936643818,15.8475757635485,221.368618055776,40.4885672536291,273.794692950787,38.5563442039197,152.511649712348,27.894550910484,400.488980154462,73.2498813505522,NA,NA,NA,NA,NA,NA,536.052,526.078,1062.13,662.488,692.046,1354.534,1218.124,1198.54,2416.664
"74","GNB","AFR",2020,"Guinea-Bissau",361.234317009194,72.2025026345847,275.947472835478,76.1870681415785,450.295878883275,124.323381025511,622.037319527278,124.331075668083,465.803752619708,128.604990931006,792.039712053202,218.676340438931,NA,NA,NA,NA,NA,NA,415.377,409.75,825.127,547.318,595.553,1142.871,1005.303,962.695,1967.998
"75","GNQ","AFR",2020,"Equatorial Guinea",274.871521257669,54.9406167442469,244.118083003065,67.5077400034331,299.407317183382,82.7972720205549,434.781348369844,86.902984052474,412.965710713485,114.200396325531,450.253659303932,124.511902575864,NA,NA,NA,NA,NA,NA,261.447,254.562,516.009,518.933,368.043,886.976,622.605,780.38,1402.985
"76","GRC","EUR",2020,"Greece",4.53600789630266,0.346958905380658,2.23736959732504,0.216671443933431,6.92064766698349,0.670209662611233,5.05973508205394,0.401538820659793,2.35897650918755,0.234779279521797,7.90616915176307,0.786868665287252,1.22456868343207,0.0971813458586497,1.42255213697738,0.141580793408056,1.03870396354703,0.103377955332838,734.151,689.213,1423.364,4381.675,4618.017,8999.692,5307.23,5115.826,10423.056
"77","GRD","AMR",2020,"Grenada",2.72069894862001,0.212084461648013,5.4810005729285,0.427256038890887,0,0,3.56940855826707,0.278243240717924,7.15107395640579,0.557441929037649,0,0,0,0,0,0,0,0,13.71,13.044,26.754,42.956,42.809,85.765,55.853,56.666,112.519
"78","GRL","EUR",2020,"Greenland",149.897836961883,11.4656709392199,124.337332589286,13.2765187612427,175.972385324366,18.7900176605598,170.667182862305,13.9636675321806,141.032689136043,16.1145556634908,201.339344334048,23.0052627614018,55.9392937056134,4.57684767621904,45.771144278607,5.22986306775869,65.6642558051009,7.50287264431502,5.254,5.025,10.279,22.847,23.647,46.494,28.672,28.101,56.772
"79","GTM","AMR",2020,"Guatemala",26.8887962910928,3.44866461508248,21.7659094521285,3.8863737509449,32.1633592170384,5.74287214040974,40.3387074815386,5.17370400681819,32.0794161716779,5.72788383731215,49.1571071402084,8.7771609673498,NA,NA,NA,NA,NA,NA,3051.556,2921.932,5973.488,5775.553,6166.526,11942.079,9088.458,8827.109,17915.567
"80","GUM","WPR",2020,"Guam",38.8368496827287,2.97062752484593,16.4986908647466,1.54453861852481,60.7822410147992,5.69017986563031,51.0065129597784,3.90148409519714,21.5429766773861,2.01676361530598,80.2885734233186,7.51628133984586,0,0,0,0,0,0,20.685,19.585,40.27,64.455,64.058,128.513,83.643,85.14,168.783
"81","GUY","AMR",2020,"Guyana",77.2218094257809,9.90420105313491,38.6227969321713,6.25904064091666,115.377890910316,18.6976336679902,105.394725286901,13.7034708941427,51.3106422561276,8.39663035633728,159.632783269717,26.1227966545098,3.80408989189238,0.494609525954411,4.67962054243148,0.765787411246587,2.97045639617605,0.486094565408202,111.737,106.39,218.127,283.812,284.62,568.432,391.01,395.549,786.559
"82","HKG","WPR",2020,"China, Hong Kong SAR",56.2499233025316,4.30255197936435,33.3349576652316,3.39435858784532,83.2794558100838,8.47999685071983,62.6336659996665,4.91808885054815,35.9387980260612,3.74649637355344,95.3933063479115,9.94442485345668,25.8651627049203,2.03097114445384,26.2888980711486,2.74052741599351,25.4839411844776,2.65661342269321,500.114,449.937,950.051,2939.552,3607.385,6546.937,4057.322,3439.666,7496.988
"83","HND","AMR",2020,"Honduras",29.4648809388143,3.77906432395429,21.8910756737118,3.84611373690095,37.0491664375163,6.50928762478209,42.4493751048191,5.44441090279289,31.2306217198521,5.48700872442388,53.9071251050849,9.47111679087031,NA,NA,NA,NA,NA,NA,1547.625,1482.015,3029.64,3401.255,3473.713,6874.968,4955.728,4948.88,9904.608
"84","HRV","EUR",2020,"Croatia",6.60939181955633,0.505551884754822,4.98478228654903,0.526751770231288,8.35440007328784,0.882825923952515,7.7080016408359,0.591572931104952,5.72136410382986,0.6060978339543,9.88987228406939,1.04769248393868,0.153036158843949,0.0117452036559945,0.315385370800225,0.0334106319111787,0,0,307.299,289.671,596.97,1671.993,1836.305,3508.298,2125.976,1979.292,4105.268
