iso3,year,measure,unit,age_group,sex,best,lo,hi,analysed
ITA,2020,inc,num,,f,37.6191193788514,18.0870461104296,57.1511926472731,TRUE
ITA,2020,inc,num,,m,263.285504695612,126.586085540173,399.984923851051,TRUE
ITA,2020,inc,num,,f,343.137866819199,164.978620495896,521.297113142503,TRUE
ITA,2020,inc,num,,m,314.06795602517,151.001982402308,477.133929648032,TRUE
ITA,2020,inc,num,,f,424.188324338065,203.947192504502,644.429456171627,TRUE
ITA,2020,inc,num,,m,301.257658846953,144.842868643761,457.672449050145,TRUE
ITA,2020,inc,num,,f,412.895777186291,198.517803821014,627.273750551568,TRUE
ITA,2020,inc,num,,m,276.191669409484,132.79129183269,419.592046986277,TRUE
ITA,2020,inc,num,,f,287.609380867916,138.280858761265,436.937902974567,TRUE
ITA,2020,inc,num,,m,170.845148066964,82.141318612778,259.54897752115,TRUE
ITA,2020,inc,num,,f,283.151661013505,136.137613893087,430.165708133923,TRUE
ITA,2020,inc,num,,m,271.035763371939,130.31236325111,411.759163492767,TRUE
ITA,2020,inc,num,,f,510.619596017869,245.502827566352,775.736364469386,TRUE
ITA,2020,inc,num,15plus,m,1670.57315491089,1321.09776621283,2020.04854360896,TRUE
ITA,2020,inc,num,15plus,f,2330.20987088984,1842.74184353445,2817.67789824524,TRUE
ITA,2020,inc,num,15plus,a,4000.78302580074,3400.9846221688,4600.58142943267,TRUE
ITA,2020,inc,num,a,m,1670.57315491089,1321.09776621283,2020.04854360896,TRUE
ITA,2020,inc,num,a,f,2330.20987088984,1842.74184353445,2817.67789824524,TRUE
ITA,2020,inc,num,a,a,4000.78302580074,3400.9846221688,4600.58142943267,TRUE
JAM,2020,inc,num,0-4,m,1.12521510873356,0.254843236636265,1.99558698083086,TRUE
JAM,2020,inc,num,0-4,f,1.12521510873356,0.254843236636265,1.99558698083086,TRUE
JAM,2020,inc,num,15-24,m,5.62607554366782,1.27421618318132,9.97793490415432,TRUE
JAM,2020,inc,num,15-24,f,4.50086043493426,1.01937294654506,7.98234792332346,TRUE
JAM,2020,inc,num,25-34,m,4.50086043493426,1.01937294654506,7.98234792332346,TRUE
JAM,2020,inc,num,25-34,f,4.50086043493426,1.01937294654506,7.98234792332346,TRUE
JAM,2020,inc,num,35-44,m,14.6277964135363,3.31296207627144,25.9426307508012,TRUE
JAM,2020,inc,num,35-44,f,3.37564532620069,0.764529709908794,5.98676094249259,TRUE
JAM,2020,inc,num,45-54,m,6.75129065240139,1.52905941981759,11.9735218849852,TRUE
JAM,2020,inc,num,45-54,f,1.12521510873356,0.254843236636265,1.99558698083086,TRUE
JAM,2020,inc,num,55-64,m,10.1269359786021,2.29358912972638,17.9602828274778,TRUE
JAM,2020,inc,num,55-64,f,2.25043021746713,0.50968647327253,3.99117396166173,TRUE
JAM,2020,inc,num,5-14,m,2.25043021746713,0.50968647327253,3.99117396166173,TRUE
JAM,2020,inc,num,5-14,f,3.37564532620069,0.764529709908794,5.98676094249259,TRUE
JAM,2020,inc,num,65plus,m,2.25043021746713,0.50968647327253,3.99117396166173,TRUE
JAM,2020,inc,num,65plus,f,1.12521510873356,0.254843236636265,1.99558698083086,TRUE
JAM,2020,inc,num,0-14,m,3.37564532620069,2.14562271015537,4.60566794224602,TRUE
JAM,2020,inc,num,0-14,f,4.50086043493426,2.86083028020716,6.14089058966136,TRUE
JAM,2020,inc,num,15plus,m,43.883389240609,27.8930952320198,59.8736832491982,TRUE
JAM,2020,inc,num,15plus,f,16.8782266310035,10.7281135507768,23.0283397112301,TRUE
JAM,2020,inc,num,0-14,a,7.87650576113495,5.65837669001101,10.0946348322589,TRUE
JAM,2020,inc,num,15plus,a,60.7616158716125,43.6503344657992,77.8728972774258,TRUE
JAM,2020,inc,num,a,m,47.2590345668097,31.5383683851483,62.9797007484711,TRUE
JAM,2020,inc,num,a,f,21.3790870659377,14.2673571266147,28.4908170052607,TRUE
JAM,2020,inc,num,a,a,68.6381216327474,51.3836715422607,85.8925717232341,TRUE
JOR,2020,inc,num,0-4,m,7.68709999451278,1.97587295746975,13.3983270315558,TRUE
JOR,2020,inc,num,0-4,f,5.76532499588458,1.48190471810231,10.0487452736669,TRUE
JOR,2020,inc,num,15-24,m,21.1395249849101,5.43365063304182,36.8453993367785,TRUE
JOR,2020,inc,num,15-24,f,74.9492249464996,19.2647613353301,130.633688557669,TRUE
JOR,2020,inc,num,25-34,m,49.9661499643331,12.8431742235534,87.0891257051127,TRUE
JOR,2020,inc,num,25-34,f,98.0105249300379,25.1923802077393,170.828669652337,TRUE
JOR,2020,inc,num,35-44,m,49.9661499643331,12.8431742235534,87.0891257051127,TRUE
JOR,2020,inc,num,35-44,f,55.7314749602177,14.3250789416557,97.1378709787796,TRUE
JOR,2020,inc,num,45-54,m,19.217749986282,4.93968239367438,33.4958175788895,TRUE
JOR,2020,inc,num,45-54,f,15.3741999890256,3.9517459149395,26.7966540631116,TRUE
JOR,2020,inc,num,55-64,m,21.1395249849101,5.43365063304182,36.8453993367785,TRUE
JOR,2020,inc,num,55-64,f,17.2959749876538,4.44571415430694,30.1462358210006,TRUE
JOR,2020,inc,num,5-14,m,11.5306499917692,2.96380943620463,20.0974905473337,TRUE
JOR,2020,inc,num,5-14,f,3.84354999725639,0.987936478734876,6.6991635157779,TRUE
JOR,2020,inc,num,65plus,m,11.5306499917692,2.96380943620463,20.0974905473337,TRUE
JOR,2020,inc,num,65plus,f,9.60887499314097,2.46984119683719,16.7479087894448,TRUE
JOR,2020,inc,num,0-14,m,19.217749986282,12.1289315649634,26.3065684076005,TRUE
JOR,2020,inc,num,0-14,f,9.60887499314097,6.06446578248171,13.1532842038002,TRUE
JOR,2020,inc,num,15plus,m,172.959749876538,109.160384084671,236.759115668404,TRUE
JOR,2020,inc,num,15plus,f,270.970274806576,171.017935065984,370.922614547167,TRUE
JOR,2020,inc,num,0-14,a,28.8266249794229,21.1257696927586,36.5274802660872,TRUE
JOR,2020,inc,num,15plus,a,443.930024683113,325.336853268483,562.523196097743,TRUE
JOR,2020,inc,num,a,m,192.17749986282,125.020663225803,259.334336499836,TRUE
JOR,2020,inc,num,a,f,280.579149799716,182.530168309672,378.628131289761,TRUE
JOR,2020,inc,num,a,a,472.756649662536,353.913713489089,591.599585835983,TRUE
JPN,2020,inc,num,,m,88.8954245823539,60.577642902887,117.213206261821,TRUE
JPN,2020,inc,num,,f,73.7450168159351,50.2534221027827,97.2366115290875,TRUE
JPN,2020,inc,num,,m,76.556812101985,52.1695154400338,100.944108763936,TRUE
JPN,2020,inc,num,,f,78.8334200654261,53.7209062443089,103.945933886543,TRUE
JPN,2020,inc,num,,m,531.86455201329,362.438236342714,701.290867683866,TRUE
JPN,2020,inc,num,,f,304.252705548248,207.332512730893,401.172898365603,TRUE
JPN,2020,inc,num,,m,585.292675236423,398.846744258484,771.738606214362,TRUE
JPN,2020,inc,num,,f,449.053073098119,306.006488347227,592.099657849012,TRUE
JPN,2020,inc,num,,m,535.620958870117,364.998033702813,706.243884037421,TRUE
JPN,2020,inc,num,,f,394.365440850068,268.739690049213,519.991191650922,TRUE
JPN,2020,inc,num,,m,773.548219005997,527.133179230142,1019.96325878185,TRUE
JPN,2020,inc,num,,f,436.014531376906,297.12139523841,574.907667515402,TRUE
JPN,2020,inc,num,,m,839.499332795534,572.075458756453,1106.92320683462,TRUE
JPN,2020,inc,num,,f,379.38064025879,258.528321990012,500.232958527568,TRUE
JPN,2020,inc,num,,m,5649.64209671482,3849.93944369826,7449.34474973138,TRUE
JPN,2020,inc,num,,f,4149.91181767821,2827.95067744897,5471.87295790745,TRUE
JPN,2020,inc,num,15plus,m,9080.92007132052,7187.19331299529,10974.6468296458,TRUE
JPN,2020,inc,num,15plus,f,6265.5566456917,4958.94319875455,7572.17009262886,TRUE
JPN,2020,inc,num,15plus,a,15346.4767170122,13045.7290700692,17647.2243639553,TRUE
JPN,2020,inc,num,a,m,9080.92007132052,7187.19331299529,10974.6468296458,TRUE
JPN,2020,inc,num,a,f,6265.5566456917,4958.94319875455,7572.17009262886,TRUE
JPN,2020,inc,num,a,a,15346.4767170122,13045.7290700692,17647.2243639553,TRUE
KAZ,2020,inc,num,,m,114.484321054987,0,272.831644961407,TRUE
KAZ,2020,inc,num,,f,94.8709161586961,0,226.090244288916,TRUE
KAZ,2020,inc,num,,m,190.115073501526,0,453.069972878357,TRUE
KAZ,2020,inc,num,,f,196.074931063793,0,467.27312076328,TRUE
KAZ,2020,inc,num,,m,721.308852671804,0,1718.97670341384,TRUE
KAZ,2020,inc,num,,f,804.057678532825,0,1916.17836448185,TRUE
KAZ,2020,inc,num,,m,1213.99359083247,0,2893.11117284212,TRUE
KAZ,2020,inc,num,,f,1276.57984410219,0,3042.26269223094,TRUE
KAZ,2020,inc,num,,m,1403.50355485027,0,3344.73908785346,TRUE
KAZ,2020,inc,num,,f,1162.08692675568,0,2769.41056114239,TRUE
KAZ,2020,inc,num,,m,1182.12435236074,0,2817.16246060113,TRUE
KAZ,2020,inc,num,,f,956.07618030399,0,2278.45904641798,TRUE
KAZ,2020,inc,num,,m,1108.5478699666,0,2641.81973648763,TRUE
KAZ,2020,inc,num,,f,797.435544682913,0,1900.39692249244,TRUE
KAZ,2020,inc,num,,m,720.422698756201,0,1716.86487859577,TRUE
KAZ,2020,inc,num,,f,795.160554710714,0,1894.97531322171,TRUE
KAZ,2020,inc,num,15plus,m,6654.5003139946,2971.39768775455,10337.6029402346,TRUE
KAZ,2020,inc,num,15plus,f,6082.3425763108,2715.91521746161,9448.76993515999,TRUE
KAZ,2020,inc,num,15plus,a,12736.8428903054,7747.04548782254,17726.6402927883,TRUE
KAZ,2020,inc,num,a,m,6654.5003139946,2971.39768775455,10337.6029402346,TRUE
KAZ,2020,inc,num,a,f,6082.3425763108,2715.91521746161,9448.76993515999,TRUE
KAZ,2020,inc,num,a,a,12736.8428903054,7747.04548782254,17726.6402927883,TRUE
KEN,2020,inc,num,,m,4271.2837006654,0,10720.5261064173,TRUE
KEN,2020,inc,num,,f,3542.85414133437,0,8892.23544375825,TRUE
KEN,2020,inc,num,,m,3100.50539276755,0,7781.98109413196,TRUE
KEN,2020,inc,num,,f,3193.23905878101,0,8014.73399867123,TRUE
KEN,2020,inc,num,,m,17244.9669161417,0,43283.2682127856,TRUE
KEN,2020,inc,num,,f,7734.50195275902,0,19412.8828510668,TRUE
KEN,2020,inc,num,,m,21074.109222066,0,52894.0604084558,TRUE
KEN,2020,inc,num,,f,9800.36408283816,0,24598.0052755787,TRUE
KEN,2020,inc,num,,m,15750.1949123951,0,39531.5290607338,TRUE
KEN,2020,inc,num,,f,7310.46293154305,0,18348.5842196326,TRUE
KEN,2020,inc,num,,m,10066.861957369,0,25266.890234161,TRUE
KEN,2020,inc,num,,f,4713.85731056431,0,11831.3448371407,TRUE
KEN,2020,inc,num,,m,5695.95939939165,0,14296.3300313577,TRUE
KEN,2020,inc,num,,f,2915.0656800899,0,7316.54460705956,TRUE
KEN,2020,inc,num,,m,4060.35267091564,0,10191.1087767434,TRUE
KEN,2020,inc,num,,f,2450.01729985303,0,6149.31628637936,TRUE
KEN,2020,inc,num,15plus,m,81264.2341717121,30339.1803600651,132189.287983359,TRUE
KEN,2020,inc,num,15plus,f,41660.3624577628,15553.4751955089,67767.2497200168,TRUE
KEN,2020,inc,num,15plus,a,122924.596629475,65697.5866757549,180151.606583195,TRUE
KEN,2020,inc,num,a,m,81264.2341717121,30339.1803600651,132189.287983359,TRUE
KEN,2020,inc,num,a,f,41660.3624577628,15553.4751955089,67767.2497200168,TRUE
KEN,2020,inc,num,a,a,122924.596629475,65697.5866757549,180151.606583195,TRUE
KGZ,2020,inc,num,,m,124.598195488302,55.8085494681497,193.387841508455,TRUE
KGZ,2020,inc,num,,f,103.336013090409,46.285044304184,160.386981876633,TRUE
KGZ,2020,inc,num,,m,130.1297630518,58.2861837612793,201.973342342321,TRUE
KGZ,2020,inc,num,,f,134.048819841513,60.0415613079608,208.056078375066,TRUE
KGZ,2020,inc,num,,m,704.747949174288,315.662362764819,1093.83353558376,TRUE
KGZ,2020,inc,num,,f,559.517373378992,250.612401633395,868.422345124589,TRUE
KGZ,2020,inc,num,,m,627.403324109353,281.019073452999,973.787574765706,TRUE
KGZ,2020,inc,num,,f,597.070589843379,267.432794019717,926.708385667041,TRUE
KGZ,2020,inc,num,,m,571.909241085838,256.16282039516,887.655661776516,TRUE
KGZ,2020,inc,num,,f,370.46346736979,165.933612953409,574.99332178617,TRUE
KGZ,2020,inc,num,,m,633.611548143362,283.799787706151,983.423308580572,TRUE
KGZ,2020,inc,num,,f,312.810126650064,140.110210736778,485.51004256335,TRUE
KGZ,2020,inc,num,,m,568.318396697149,254.554451863712,882.082341530586,TRUE
KGZ,2020,inc,num,,f,378.664210880515,169.606792954936,587.721628806094,TRUE
KGZ,2020,inc,num,,m,466.837724467229,209.100429885229,724.575019049229,TRUE
KGZ,2020,inc,num,,f,443.176369657241,198.502315801621,687.85042351286,TRUE
KGZ,2020,inc,num,15plus,m,3827.55614221732,3008.29424344417,4646.81804099047,TRUE
KGZ,2020,inc,num,15plus,f,2899.0869707119,2278.55747144817,3519.61646997563,TRUE
KGZ,2020,inc,num,15plus,a,6726.64311292922,5698.90437266598,7754.38185319247,TRUE
KGZ,2020,inc,num,a,m,3827.55614221732,3008.29424344417,4646.81804099047,TRUE
KGZ,2020,inc,num,a,f,2899.0869707119,2278.55747144817,3519.61646997563,TRUE
KGZ,2020,inc,num,a,a,6726.64311292922,5698.90437266598,7754.38185319247,TRUE
KHM,2020,inc,num,,m,1780.86149961273,0,4373.96702212321,TRUE
KHM,2020,inc,num,,f,1484.66092526643,0,3646.4699402859,TRUE
KHM,2020,inc,num,,m,3049.1242874513,0,7488.94233637327,TRUE
KHM,2020,inc,num,,f,3135.89620184093,0,7702.06249876056,TRUE
KHM,2020,inc,num,,m,1134.54971206384,0,2786.56314744622,TRUE
KHM,2020,inc,num,,f,856.09042216496,0,2102.6403655306,TRUE
KHM,2020,inc,num,,m,3476.18908146834,0,8537.85452058668,TRUE
KHM,2020,inc,num,,f,2056.49648486007,0,5050.95304033826,TRUE
KHM,2020,inc,num,,m,4371.68372549258,0,10737.2754425965,TRUE
KHM,2020,inc,num,,f,2321.19407488022,0,5701.07576455651,TRUE
KHM,2020,inc,num,,m,3754.93405915006,0,9222.47897915769,TRUE
KHM,2020,inc,num,,f,2368.61709169554,0,5817.55125222633,TRUE
KHM,2020,inc,num,,m,4223.05623275947,0,10372.2320341468,TRUE
KHM,2020,inc,num,,f,2977.96187297021,0,7314.16060616985,TRUE
KHM,2020,inc,num,,m,4627.40563602542,0,11365.3530352381,TRUE
KHM,2020,inc,num,,f,3296.89003502675,0,8097.47882803327,TRUE
KHM,2020,inc,num,15plus,m,26417.8042340238,12003.8612809565,40831.747187091,TRUE
KHM,2020,inc,num,15plus,f,18497.8071087051,8405.13119742225,28590.483019988,TRUE
KHM,2020,inc,num,15plus,a,44915.6113427289,27319.4794239103,62511.7432615475,TRUE
KHM,2020,inc,num,a,m,26417.8042340238,12003.8612809565,40831.747187091,TRUE
KHM,2020,inc,num,a,f,18497.8071087051,8405.13119742225,28590.483019988,TRUE
KHM,2020,inc,num,a,a,44915.6113427289,27319.4794239103,62511.7432615475,TRUE
KIR,2020,inc,num,0-4,m,15.5010138689464,1.0857949719066,29.9162327659861,TRUE
KIR,2020,inc,num,0-4,f,9.04225809021872,0.633380400278851,17.4511357801586,TRUE
KIR,2020,inc,num,15-24,m,55.5452996970578,3.89076531599866,107.199834078117,TRUE
KIR,2020,inc,num,15-24,f,50.3782950740757,3.52883365869646,97.227756489455,TRUE
KIR,2020,inc,num,25-34,m,25.8350231149106,1.809658286511,49.8603879433103,TRUE
KIR,2020,inc,num,25-34,f,34.8772812051293,2.44303868678985,67.3115237234688,TRUE
KIR,2020,inc,num,35-44,m,27.1267742706562,1.90014120083655,52.3534073404758,TRUE
KIR,2020,inc,num,35-44,f,16.7927650246919,1.17627788623215,32.4092521631517,TRUE
KIR,2020,inc,num,45-54,m,41.336036983857,2.89545325841761,79.7766207092964,TRUE
KIR,2020,inc,num,45-54,f,41.336036983857,2.89545325841761,79.7766207092964,TRUE
KIR,2020,inc,num,55-64,m,38.7525346723659,2.7144874297665,74.7905819149653,TRUE
KIR,2020,inc,num,55-64,f,24.5432719591651,1.71917537218545,47.3673685461447,TRUE
KIR,2020,inc,num,5-14,m,28.4185254264017,1.9906241151621,54.8464267376413,TRUE
KIR,2020,inc,num,5-14,f,43.9195392953481,3.0764190870687,84.7626595036274,TRUE
KIR,2020,inc,num,65plus,m,20.6680184919285,1.4477266292088,39.8883103546482,TRUE
KIR,2020,inc,num,65plus,f,23.2515208034196,1.6286924578599,44.8743491489792,TRUE
KIR,2020,inc,num,0-14,m,43.9195392953481,25.0946696015243,62.7444089891718,TRUE
KIR,2020,inc,num,0-14,f,52.9617973855668,30.2612192253676,75.662375545766,TRUE
KIR,2020,inc,num,15plus,m,209.263687230776,119.568719866087,298.958654595466,TRUE
KIR,2020,inc,num,15plus,f,191.179171050339,109.2356206184,273.122721482277,TRUE
KIR,2020,inc,num,0-14,a,96.8813366809148,67.4830725459967,126.279600815833,TRUE
KIR,2020,inc,num,15plus,a,400.442858281115,278.93003319012,521.95568337211,TRUE
KIR,2020,inc,num,a,m,253.183226526124,163.189374628236,343.177078424012,TRUE
KIR,2020,inc,num,a,f,244.140968435905,157.361182677227,330.920754194583,TRUE
KIR,2020,inc,num,a,a,497.324194962029,372.305697947623,622.342691976436,TRUE
KNA,2020,inc,num,0-4,m,0,0,0,TRUE
KNA,2020,inc,num,0-4,f,0,0,0,TRUE
KNA,2020,inc,num,15-24,m,0,0,0,TRUE
KNA,2020,inc,num,15-24,f,0,0,0,TRUE
KNA,2020,inc,num,25-34,m,0,0,0,TRUE
KNA,2020,inc,num,25-34,f,0,0,0,TRUE
KNA,2020,inc,num,35-44,m,0,0,0,TRUE
KNA,2020,inc,num,35-44,f,0,0,0,TRUE
KNA,2020,inc,num,45-54,m,2.3,1.95518341636752,2.64481658363248,TRUE
KNA,2020,inc,num,45-54,f,0,0,0,TRUE
KNA,2020,inc,num,55-64,m,0,0,0,TRUE
KNA,2020,inc,num,55-64,f,0,0,0,TRUE
KNA,2020,inc,num,5-14,m,0,0,0,TRUE
KNA,2020,inc,num,5-14,f,0,0,0,TRUE
KNA,2020,inc,num,65plus,m,0,0,0,TRUE
KNA,2020,inc,num,65plus,f,0,0,0,TRUE
KNA,2020,inc,num,0-14,m,0,0,0,TRUE
KNA,2020,inc,num,0-14,f,0,0,0,TRUE
KNA,2020,inc,num,15plus,m,2.3,1.95518341636752,2.64481658363248,TRUE
KNA,2020,inc,num,15plus,f,0,0,0,TRUE
KNA,2020,inc,num,0-14,a,0,0,0,TRUE
KNA,2020,inc,num,15plus,a,2.3,1.95518341636752,2.64481658363248,TRUE
KNA,2020,inc,num,a,m,2.3,1.95518341636752,2.64481658363248,TRUE
KNA,2020,inc,num,a,f,0,0,0,TRUE
KNA,2020,inc,num,a,a,2.3,1.95518341636752,2.64481658363248,TRUE
KOR,2020,inc,num,,m,89.9329752380011,53.7151859180614,126.150764557941,TRUE
KOR,2020,inc,num,,f,75.9937179945318,45.3895434892289,106.597892499835,TRUE
KOR,2020,inc,num,,m,72.9915925222645,43.5964333706609,102.386751673868,TRUE
KOR,2020,inc,num,,f,74.9770448675677,44.7823047551801,105.171784979955,TRUE
KOR,2020,inc,num,,m,717.104695427112,428.312439743523,1005.8969511107,TRUE
KOR,2020,inc,num,,f,619.917649085505,370.264540747062,869.570757423947,TRUE
KOR,2020,inc,num,,m,1173.58200998685,700.957303922248,1646.20671605144,TRUE
KOR,2020,inc,num,,f,1214.84386979069,725.60219601909,1704.08554356229,TRUE
KOR,2020,inc,num,,m,1673.22991298493,999.387106028592,2347.07271994126,TRUE
KOR,2020,inc,num,,f,998.478493944033,596.371439902356,1400.58554798571,TRUE
KOR,2020,inc,num,,m,2274.31186118034,1358.40145548008,3190.22226688061,TRUE
KOR,2020,inc,num,,f,1212.92017537963,724.45321142622,1701.38713933305,TRUE
KOR,2020,inc,num,,m,3265.09771457535,1950.17823345561,4580.01719569509,TRUE
KOR,2020,inc,num,,f,1472.36542903494,879.414725807042,2065.31613226285,TRUE
KOR,2020,inc,num,,m,6767.01735339148,4041.80551445359,9492.22919232937,TRUE
KOR,2020,inc,num,,f,5338.33550459677,3188.48212642294,7488.18888277061,TRUE
KOR,2020,inc,num,15plus,m,16033.2681153063,12691.1325080958,19375.4037225169,TRUE
KOR,2020,inc,num,15plus,f,11007.8318846937,8713.24873199878,13302.4150373886,TRUE
KOR,2020,inc,num,15plus,a,27041.1,22987.0918276333,31095.1081723667,TRUE
KOR,2020,inc,num,a,m,16033.2681153063,12691.1325080958,19375.4037225169,TRUE
KOR,2020,inc,num,a,f,11007.8318846937,8713.24873199878,13302.4150373886,TRUE
KOR,2020,inc,num,a,a,27041.1,22987.0918276333,31095.1081723667,TRUE
KWT,2020,inc,num,0-4,m,4.6,2.61344805786746,6.58655194213254,TRUE
KWT,2020,inc,num,0-4,f,4.6,2.61344805786746,6.58655194213254,TRUE
KWT,2020,inc,num,15-24,m,31.05,17.6407743906054,44.4592256093946,TRUE
KWT,2020,inc,num,15-24,f,27.6,15.6806883472048,39.5193116527953,TRUE
KWT,2020,inc,num,25-34,m,146.05,82.9769758372919,209.123024162708,TRUE
KWT,2020,inc,num,25-34,f,92,52.2689611573492,131.731038842651,TRUE
KWT,2020,inc,num,35-44,m,133.4,75.7899936781564,191.010006321844,TRUE
KWT,2020,inc,num,35-44,f,92,52.2689611573492,131.731038842651,TRUE
KWT,2020,inc,num,45-54,m,113.85,64.6828394322197,163.01716056778,TRUE
KWT,2020,inc,num,45-54,f,49.45,28.0945666220752,70.8054333779248,TRUE
KWT,2020,inc,num,55-64,m,42.55,24.174394535274,60.925605464726,TRUE
KWT,2020,inc,num,55-64,f,18.4,10.4537922314698,26.3462077685302,TRUE
KWT,2020,inc,num,5-14,m,3.45,1.9600860434006,4.93991395659941,TRUE
KWT,2020,inc,num,5-14,f,2.3,1.30672402893373,3.29327597106627,TRUE
KWT,2020,inc,num,65plus,m,25.3,14.373964318271,36.226035681729,TRUE
KWT,2020,inc,num,65plus,f,8.05,4.57353410126806,11.5264658987319,TRUE
KWT,2020,inc,num,0-14,m,8.05,6.36782694375862,9.73217305624139,TRUE
KWT,2020,inc,num,0-14,f,6.9,5.45813738036453,8.34186261963547,TRUE
KWT,2020,inc,num,15plus,m,492.2,389.34713313267,595.052866867331,TRUE
KWT,2020,inc,num,15plus,f,287.5,227.422390848522,347.577609151478,TRUE
KWT,2020,inc,num,0-14,a,14.95,12.6661371303318,17.2338628696683,TRUE
KWT,2020,inc,num,15plus,a,779.7,660.587767258841,898.812232741159,TRUE
KWT,2020,inc,num,a,m,500.25,397.576357822333,602.923642177667,TRUE
KWT,2020,inc,num,a,f,294.4,233.97597150004,354.82402849996,TRUE
KWT,2020,inc,num,a,a,794.65,675.515873830411,913.784126169589,TRUE
LAO,2020,inc,num,,m,220.959267630675,0,516.830603618172,TRUE
LAO,2020,inc,num,,f,183.323195638417,0,428.7986599294,TRUE
LAO,2020,inc,num,,m,162.987637716665,0,381.233157073106,TRUE
LAO,2020,inc,num,,f,168.053226795163,0,393.081727577502,TRUE
LAO,2020,inc,num,,m,549.45287900499,0,1285.18738390527,TRUE
LAO,2020,inc,num,,f,250.731183074279,0,586.468040393648,TRUE
LAO,2020,inc,num,,m,1099.05574484668,0,2570.72559168943,TRUE
LAO,2020,inc,num,,f,516.078377801375,0,1207.1233869185,TRUE
LAO,2020,inc,num,,m,1093.81526083259,0,2558.46793648766,TRUE
LAO,2020,inc,num,,f,549.103754430744,0,1284.37077066075,TRUE
LAO,2020,inc,num,,m,1195.35036347722,0,2795.96170151935,TRUE
LAO,2020,inc,num,,f,665.987572499969,0,1557.76565874884,TRUE
LAO,2020,inc,num,,m,1262.61259006481,0,2953.29014282316,TRUE
LAO,2020,inc,num,,f,739.999162051203,0,1730.88107007633,TRUE
LAO,2020,inc,num,,m,1402.00439777437,0,3279.33191916711,TRUE
LAO,2020,inc,num,,f,798.507592687135,0,1867.73411021612,TRUE
LAO,2020,inc,num,15plus,m,6986.238141348,3265.660221675,10706.816061021,TRUE
LAO,2020,inc,num,15plus,f,3871.78406497829,1809.83398391213,5933.73414604445,TRUE
LAO,2020,inc,num,15plus,a,10858.0222063263,6604.278185682,15111.7662269706,TRUE
LAO,2020,inc,num,a,m,6986.238141348,3265.660221675,10706.816061021,TRUE
LAO,2020,inc,num,a,f,3871.78406497829,1809.83398391213,5933.73414604445,TRUE
LAO,2020,inc,num,a,a,10858.0222063263,6604.278185682,15111.7662269706,TRUE
LBN,2020,inc,num,0-4,m,17.123383525253,10.1910791210557,24.0556879294504,TRUE
LBN,2020,inc,num,0-4,f,13.1718334809639,7.8392916315813,18.5043753303464,TRUE
LBN,2020,inc,num,15-24,m,65.8591674048193,39.1964581579065,92.5218766517321,TRUE
LBN,2020,inc,num,15-24,f,85.6169176262651,50.9553956052785,120.278439647252,TRUE
LBN,2020,inc,num,25-34,m,89.5684676705543,53.3071830947529,125.829752246356,TRUE
LBN,2020,inc,num,25-34,f,262.119486271181,156.001903468468,368.237069073894,TRUE
LBN,2020,inc,num,35-44,m,55.3217006200482,32.9250248526415,77.718376387455,TRUE
LBN,2020,inc,num,35-44,f,65.8591674048193,39.1964581579065,92.5218766517321,TRUE
LBN,2020,inc,num,45-54,m,47.4186005314699,28.2214498736927,66.6157511892471,TRUE
LBN,2020,inc,num,45-54,f,34.246767050506,20.3821582421114,48.1113758589007,TRUE
LBN,2020,inc,num,55-64,m,25.0264836138313,14.8946541000045,35.1583131276582,TRUE
LBN,2020,inc,num,55-64,f,22.3921169176386,13.3267957736882,31.4574380615889,TRUE
LBN,2020,inc,num,5-14,m,13.1718334809639,7.8392916315813,18.5043753303464,TRUE
LBN,2020,inc,num,5-14,f,13.1718334809639,7.8392916315813,18.5043753303464,TRUE
LBN,2020,inc,num,65plus,m,39.5155004428916,23.5178748947439,55.5131259910393,TRUE
LBN,2020,inc,num,65plus,f,17.123383525253,10.1910791210557,24.0556879294504,TRUE
LBN,2020,inc,num,0-14,m,30.2952170062169,23.5764768525555,37.0139571598782,TRUE
LBN,2020,inc,num,0-14,f,26.3436669619277,20.5012842196135,32.186049704242,TRUE
LBN,2020,inc,num,15plus,m,322.709920283615,251.140731690266,394.279108876964,TRUE
LBN,2020,inc,num,15plus,f,487.357838795663,379.27375806285,595.441919528476,TRUE
LBN,2020,inc,num,0-14,a,56.6388839681446,47.5759920374594,65.7017758988299,TRUE
LBN,2020,inc,num,15plus,a,810.067759079278,680.447327977617,939.688190180939,TRUE
LBN,2020,inc,num,a,m,353.005137289832,279.415459932334,426.594814647329,TRUE
LBN,2020,inc,num,a,f,513.701505757591,406.61204990153,620.790961613651,TRUE
LBN,2020,inc,num,a,a,866.706643047422,736.769765413982,996.643520680863,TRUE
LBR,2020,inc,num,,m,750.495252668683,0,1830.9632345311,TRUE
LBR,2020,inc,num,,f,622.493454283971,0,1518.68066383809,TRUE
LBR,2020,inc,num,,m,558.489535601383,0,1362.53201192188,TRUE
LBR,2020,inc,num,,f,575.134247043824,0,1403.13967012107,TRUE
LBR,2020,inc,num,,m,1307.57252014989,0,3190.04977361866,TRUE
LBR,2020,inc,num,,f,842.929847871138,0,2056.47344903631,TRUE
LBR,2020,inc,num,,m,1874.27955476578,0,4572.62979853178,TRUE
LBR,2020,inc,num,,f,1112.94590035411,0,2715.22440458405,TRUE
LBR,2020,inc,num,,m,1884.44101104729,0,4597.42043217613,TRUE
