ISO3,Scenario,xx,xx,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024
KAZ,Baseline,xx,lo,3.6416,3.648,3.6542,3.6602,3.6661,3.6718,3.6773,3.6827,3.6879,3.693,3.698,3.7028,3.7075,3.712,3.7164,3.7207,3.7248,3.7288,3.7327,3.7365,3.7401,3.7437,3.7471,3.7504,3.7536,3.7567,3.7597,3.7625,3.7653,3.768,3.7706,3.7696,3.7663,3.7631,3.76,3.7568,3.7537,3.7507,3.7477,3.7447,3.7417,3.7388,3.7359,3.7332,3.7308,3.7283,3.7258,3.7234,3.721,3.7186,3.7162,3.7138,3.7114,3.7091,3.7067,3.7044,3.7021,3.6998,3.6975,3.6952,3.6929,3.6907,3.6884,3.6861,3.6839,3.6816,3.6794,3.6772,3.6749,3.6727,3.6705,3.6683
xx,xx,xx,md,5.6595,5.6548,5.65,5.6453,5.6407,5.6361,5.6315,5.6269,5.6224,5.6179,5.6093,5.6012,5.5966,5.5907,5.582,5.5735,5.5651,5.5569,5.5488,5.5409,5.53,5.5194,5.5089,5.4987,5.4887,5.4789,5.4711,5.4696,5.4682,5.4668,5.4619,5.4554,5.449,5.4427,5.4365,5.4304,5.4279,5.4262,5.4244,5.4227,5.4209,5.4191,5.4174,5.4156,5.4138,5.4088,5.4024,5.3961,5.3899,5.3837,5.3776,5.3715,5.3654,5.3594,5.3534,5.3475,5.3416,5.3365,5.3338,5.3311,5.3284,5.3257,5.323,5.3203,5.3176,5.3149,5.3122,5.3095,5.3068,5.3042,5.3015,5.2988
xx,xx,xx,hi,8.2179,8.1951,8.1728,8.1509,8.1296,8.1086,8.0882,8.0681,8.0485,8.0293,8.0104,7.992,7.9739,7.9561,7.9387,7.9217,7.9049,7.8885,7.8724,7.8566,7.841,7.8258,7.8108,7.7961,7.7817,7.7674,7.7537,7.741,7.7285,7.7163,7.7042,7.6923,7.6806,7.6691,7.6578,7.6467,7.6357,7.6249,7.6143,7.6038,7.5934,7.5833,7.5732,7.5633,7.5536,7.544,7.5345,7.5251,7.5159,7.5068,7.4978,7.489,7.4802,7.4716,7.4631,7.4547,7.4464,7.4381,7.43,7.422,7.4141,7.4063,7.3986,7.3909,7.3833,7.3759,7.3685,7.3612,7.3539,7.3468,7.3397,7.3327
xx,COVID,xx,lo,3.6416,3.648,3.6542,3.6602,3.6661,3.6718,3.6773,3.6827,3.6879,3.693,3.698,3.7028,3.7075,3.712,3.7164,3.7215,3.688,3.667,3.6719,3.7251,3.8084,3.9189,4.0003,4.0787,4.1609,4.2286,4.2883,4.3177,4.3369,4.3548,4.3734,4.3958,4.4214,4.4489,4.4767,4.5035,4.57,4.6399,4.7082,4.7628,4.8055,4.8425,4.8348,4.7684,4.6695,4.5566,4.4405,4.3273,4.2203,4.1208,4.0295,3.9549,3.9103,3.8704,3.8346,3.8026,3.7738,3.7355,3.6971,3.6623,3.6308,3.6022,3.5762,3.5528,3.5315,3.5123,3.4951,3.4795,3.4656,3.4531,3.442,3.4322
xx,xx,xx,md,5.6595,5.6548,5.65,5.6453,5.6407,5.6361,5.6315,5.6269,5.6224,5.6179,5.6093,5.6012,5.5966,5.5907,5.582,5.5737,5.5281,5.4369,5.3813,5.4311,5.5022,5.5898,5.6548,5.7277,5.7703,5.8442,5.8991,5.996,6.0637,6.1242,6.205,6.3136,6.3917,6.5005,6.6684,6.7879,6.8827,6.9673,7.0776,7.2761,7.3933,7.5276,7.6462,7.6923,7.7036,7.6749,7.6024,7.5439,7.4801,7.4394,7.4054,7.3652,7.2855,7.2447,7.2301,7.167,7.0972,7.0304,6.9664,6.9052,6.8465,6.7903,6.7531,6.7227,6.6931,6.6642,6.636,6.6085,6.5817,6.5499,6.5017,6.4813
xx,xx,xx,hi,8.2179,8.1951,8.1728,8.1509,8.1296,8.1086,8.0882,8.0681,8.0485,8.0293,8.0104,7.992,7.9739,7.9561,7.9387,7.922,7.8734,7.7972,7.7407,7.7591,7.7971,7.8572,7.94,8.0242,8.078,8.1288,8.1825,8.2383,8.2959,8.408,8.5338,8.6674,8.8127,8.9255,9.0027,9.0691,9.1915,9.3769,9.5491,9.8013,10.0477,10.2739,10.4555,10.5994,10.7084,10.7875,10.8416,10.8644,10.8569,10.8272,10.7784,10.7291,10.6807,10.6282,10.5729,10.5156,10.4666,10.4222,10.359,10.283,10.2185,10.1591,10.1001,10.0416,9.9838,9.9266,9.8701,9.8144,9.7591,9.7065,9.6572,9.6087
KEN,Baseline,All,lo,13.5245,13.5036,13.4857,13.4682,13.4509,13.4339,13.4172,13.4008,13.3846,13.3687,13.3208,13.2498,13.1795,13.1099,13.0411,12.9729,12.9055,12.8388,12.7728,12.7075,12.6429,12.579,12.5157,12.4532,12.3914,12.3302,12.27,12.2118,12.1543,12.0975,12.0413,11.9857,11.9308,11.8765,11.8229,11.7698,11.7174,11.6656,11.6145,11.5639,11.5139,11.4645,11.4158,11.3676,11.3199,11.2851,11.2528,11.2208,11.1894,11.1585,11.128,11.0979,11.0683,11.0392,11.0105,10.9823,10.9545,10.9271,10.9002,10.8737,10.8476,10.8219,10.7966,10.7717,10.7473,10.7276,10.7173,10.7072,10.6974,10.6878,10.6785,10.6694
xx,xx,xx,md,22.3995,22.3489,22.2868,22.2349,22.1918,22.1495,22.0642,21.9679,21.873,21.7795,21.6872,21.5963,21.5196,21.4483,21.378,21.323,21.2889,21.2556,21.2231,21.1914,21.1531,21.1269,21.025,20.9244,20.8251,20.7271,20.6337,20.5653,20.5434,20.5222,20.5015,20.4815,20.4621,20.4433,20.4251,20.4075,20.3905,20.3734,20.3341,20.2816,20.2366,20.1922,20.1482,20.091,20.0337,19.977,19.9211,19.8658,19.8142,19.8112,19.816,19.7767,19.738,19.6997,19.6619,19.6245,19.5877,19.5287,19.5068,19.4797,19.4447,19.41,19.3758,19.3661,19.3625,19.3594,19.35,19.3216,19.2937,19.279,19.2804,19.282
xx,xx,xx,hi,32.8993,32.8237,32.7497,32.6771,32.6057,32.5354,32.4664,32.3984,32.3316,32.2756,32.2294,32.1839,32.1391,32.0951,32.0518,32.0093,31.9674,31.9262,31.8857,31.8459,31.8068,31.7684,31.7306,31.6885,31.6199,31.5522,31.4852,31.419,31.3537,31.2891,31.2253,31.1622,31.1,31.0385,30.9777,30.9177,30.8585,30.8,30.7422,30.6851,30.6288,30.5712,30.5139,30.4574,30.4015,30.3464,30.292,30.2462,30.2031,30.1523,30.103,30.0562,30.0102,29.9836,29.9666,29.9501,29.9343,29.919,29.9044,29.8903,29.8767,29.8637,29.8513,29.8394,29.8281,29.8172,29.8069,29.7971,29.7878,29.779,29.7707,29.7629
xx,xx,HIV +ve,lo,3.5992,3.5759,3.5531,3.5309,3.5117,3.4949,3.4784,3.4622,3.4463,3.4307,3.4154,3.4004,3.3857,3.3712,3.357,3.343,3.3293,3.3159,3.3027,3.2897,3.277,3.2645,3.2522,3.2402,3.2284,3.2168,3.2018,3.186,3.1685,3.1498,3.1316,3.1137,3.0963,3.0792,3.0626,3.0463,3.0304,3.0149,2.9999,2.9855,2.9715,2.9622,2.9533,2.9445,2.9359,2.9273,2.919,2.9108,2.9016,2.891,2.8806,2.8703,2.8605,2.8509,2.8414,2.832,2.8228,2.8137,2.8048,2.796,2.7873,2.7788,2.7703,2.7621,2.7539,2.7459,2.7379,2.7301,2.7224,2.7148,2.7074,2.7
xx,xx,xx,md,5.8133,5.7796,5.7404,5.7008,5.6617,5.6231,5.5851,5.5476,5.5122,5.4857,5.4527,5.4151,5.3781,5.3416,5.3057,5.2703,5.2354,5.2011,5.1731,5.1458,5.119,5.0926,5.0667,5.0413,5.0162,4.9917,4.9675,4.9438,4.9203,4.8909,4.862,4.8335,4.8053,4.7828,4.7652,4.7402,4.7185,4.7023,4.6862,4.6705,4.6549,4.6378,4.618,4.5986,4.5797,4.5611,4.5429,4.525,4.5085,4.4947,4.4811,4.4677,4.4545,4.4415,4.4225,4.4024,4.3827,4.3649,4.3515,4.3424,4.3335,4.3225,4.3046,4.2878,4.2778,4.268,4.2583,4.2487,4.2392,4.2298,4.2189,4.2058
xx,xx,xx,hi,8.6097,8.5534,8.4979,8.4431,8.389,8.3356,8.283,8.231,8.1797,8.1291,8.0792,8.0297,7.9809,7.9328,7.8853,7.8385,7.7923,7.7468,7.7019,7.6576,7.6139,7.5708,7.5284,7.4882,7.4487,7.4097,7.3712,7.3332,7.2958,7.2589,7.2225,7.1867,7.1513,7.1164,7.0821,7.0482,7.0148,6.9819,6.9494,6.9175,6.8859,6.8549,6.8242,6.794,6.7643,6.735,6.7062,6.6794,6.6531,6.6271,6.6015,6.5762,6.5514,6.5269,6.5025,6.4786,6.4549,6.4316,6.4087,6.3861,6.3638,6.3418,6.3202,6.2989,6.2778,6.2571,6.2367,6.2166,6.1968,6.1773,6.1581,6.1391
xx,COVID,All,lo,13.5245,13.5036,13.4857,13.4682,13.4509,13.4339,13.4172,13.4008,13.3846,13.3687,13.3208,13.2498,13.1795,13.1099,13.0411,12.9748,12.9494,12.9293,12.8992,12.9796,12.9381,12.8886,12.8381,12.8,12.7827,12.7785,12.7591,12.7165,12.6682,12.6216,12.5791,12.54,12.4925,12.4302,12.3636,12.2983,12.234,12.1704,12.1074,12.0449,11.9831,11.9219,11.8614,11.8017,11.7426,11.6843,11.6268,11.582,11.5388,11.4964,11.4548,11.4139,11.3738,11.3344,11.2958,11.2579,11.2206,11.1841,11.1483,11.1131,11.0786,11.0448,11.0116,10.979,10.9502,10.933,10.9162,10.8999,10.884,10.8685,10.8534,10.8386
xx,xx,xx,md,22.3995,22.3489,22.2868,22.2349,22.1918,22.1495,22.0642,21.9679,21.873,21.7795,21.6872,21.5963,21.5196,21.4483,21.378,21.3274,20.9905,20.3464,19.8891,20.0617,20.2669,20.3591,20.5067,20.5939,20.6091,20.7061,20.8543,20.9315,20.9438,20.94,20.9387,20.9404,20.9255,20.8828,20.8311,20.8217,20.8118,20.8009,20.76,20.7108,20.6505,20.6038,20.5416,20.4779,20.4142,20.3506,20.3312,20.3338,20.2934,20.2486,20.2043,20.1606,20.1061,20.0236,19.9672,19.9045,19.865,19.8693,19.8568,19.8311,19.7961,19.7589,19.7223,19.6887,19.6788,19.6694,19.6605,19.6521,19.6328,19.6141,19.596,19.5786
xx,xx,xx,hi,32.8993,32.8237,32.7497,32.6771,32.6057,32.5355,32.4664,32.3984,32.3316,32.2756,32.2294,32.1839,32.1391,32.0951,32.0518,32.0122,31.2264,29.8998,28.8337,29.3573,29.7913,30.0525,30.2372,30.387,30.5489,30.7214,30.8638,30.9574,31.024,31.0797,31.1318,31.1825,31.2141,31.2133,31.1941,31.1677,31.1356,31.0988,31.0581,31.0143,30.9679,30.9185,30.8744,30.8464,30.8178,30.7888,30.7586,30.7033,30.6475,30.5922,30.5341,30.4863,30.4613,30.4366,30.4123,30.3883,30.3647,30.3416,30.3189,30.2967,30.2749,30.2536,30.2327,30.2123,30.1924,30.1729,30.1539,30.1354,30.1173,30.099,30.0812,30.0637
xx,xx,HIV +ve,lo,3.5992,3.5759,3.5531,3.5309,3.5117,3.4949,3.4784,3.4622,3.4463,3.4307,3.4154,3.4004,3.3857,3.3712,3.357,3.3434,3.3116,3.1879,3.0891,3.1597,3.2024,3.231,3.243,3.249,3.2539,3.2507,3.2423,3.2293,3.2162,3.2043,3.1937,3.1837,3.1719,3.158,3.1444,3.1317,3.1065,3.083,3.061,3.0402,3.0205,3.0016,2.9837,2.9664,2.9503,2.935,2.9203,2.9061,2.8969,2.8886,2.8805,2.8725,2.8647,2.8571,2.8495,2.8402,2.8301,2.8202,2.8105,2.8009,2.7917,2.7828,2.774,2.7654,2.757,2.7486,2.7405,2.7324,2.7245,2.7167,2.7091,2.7015
xx,xx,xx,md,5.8133,5.7796,5.7404,5.7008,5.6617,5.6231,5.5851,5.5476,5.5122,5.4857,5.4527,5.4151,5.3781,5.3416,5.3057,5.2725,4.9535,4.6283,4.476,4.676,4.871,4.9676,5.0027,5.0228,5.0507,5.0774,5.0846,5.0687,5.0443,5.0211,5.0098,5.0026,4.9846,4.9499,4.9127,4.8793,4.8423,4.8079,4.7791,4.7572,4.7362,4.7183,4.7015,4.6853,4.6696,4.6525,4.634,4.6116,4.5923,4.5765,4.557,4.5336,4.5106,4.4917,4.4737,4.4562,4.4391,4.4224,4.4062,4.3903,4.3748,4.3597,4.3449,4.3304,4.3162,4.3024,4.2895,4.2794,4.2694,4.2595,4.2462,4.2324
xx,xx,xx,hi,8.6097,8.5534,8.4979,8.4431,8.389,8.3356,8.283,8.231,8.1797,8.1291,8.0792,8.0297,7.9809,7.9328,7.8853,7.8418,7.2555,6.5849,6.3202,6.7807,7.1443,7.3162,7.3988,7.4534,7.5196,7.5877,7.616,7.599,7.567,7.536,7.5103,7.4889,7.4536,7.3965,7.3349,7.2781,7.2251,7.1748,7.1269,7.0809,7.0374,6.9993,6.9627,6.9273,6.8931,6.8599,6.8278,6.7965,6.766,6.7364,6.7074,6.679,6.6513,6.6242,6.5975,6.5713,6.5454,6.52,6.4951,6.4706,6.4465,6.4228,6.3995,6.3765,6.3539,6.3317,6.3098,6.2883,6.2671,6.2462,6.2256,6.2053
KGZ,Baseline,xx,lo,7.8382,7.8228,7.8076,7.7927,7.778,7.7635,7.7492,7.7351,7.7247,7.7152,7.7066,7.6982,7.6902,7.6851,7.6781,7.6678,7.6577,7.6477,7.6379,7.6282,7.6187,7.6094,7.6002,7.5912,7.5823,7.5735,7.5649,7.5565,7.5481,7.5399,7.5319,7.5239,7.5161,7.5084,7.5009,7.4934,7.4883,7.4836,7.479,7.4744,7.4699,7.4655,7.4614,7.4574,7.4534,7.4495,7.4457,7.4419,7.4382,7.4345,7.4309,7.4273,7.4238,7.4203,7.4169,7.4135,7.4102,7.4069,7.4037,7.4005,7.3973,7.3942,7.3911,7.388,7.385,7.382,7.379,7.3729,7.3661,7.3594,7.3527,7.3461
xx,xx,xx,md,9.2011,9.1864,9.1721,9.158,9.1442,9.1306,9.1172,9.1041,9.0912,9.0785,9.0691,9.0569,9.0449,9.0368,9.0309,9.0199,9.0027,8.99,8.9802,8.9706,8.9641,8.9607,8.9572,8.9501,8.9411,8.9322,8.9234,8.9147,8.9039,8.8922,8.8808,8.8695,8.8604,8.8499,8.8409,8.8339,8.8196,8.8119,8.8048,8.7978,8.7979,8.7899,8.7799,8.7711,8.7647,8.7584,8.7522,8.7457,8.7369,8.7335,8.7285,8.7228,8.7172,8.7116,8.7062,8.7008,8.6956,8.6904,8.6841,8.6749,8.6658,8.6624,8.6628,8.6607,8.656,8.6514,8.6468,8.6415,8.6363,8.6312,8.6261,8.6211
xx,xx,xx,hi,10.6655,10.6503,10.6353,10.6205,10.606,10.5917,10.5775,10.5633,10.5493,10.5344,10.5168,10.4995,10.4824,10.4656,10.449,10.4327,10.4165,10.4007,10.385,10.3696,10.3543,10.3403,10.3278,10.3154,10.303,10.2907,10.2786,10.2667,10.2549,10.2433,10.2318,10.2206,10.2103,10.2001,10.1889,10.1743,10.1599,10.1456,10.1316,10.1178,10.1042,10.0907,10.0775,10.0643,10.0511,10.0394,10.03,10.0207,10.0115,10.0025,9.9936,9.9848,9.9762,9.9685,9.9609,9.9542,9.9489,9.9443,9.9398,9.9353,9.931,9.9266,9.9224,9.9182,9.914,9.9099,9.9059,9.9019,9.898,9.8942,9.8903,9.8866
xx,COVID,xx,lo,7.8382,7.8228,7.8076,7.7927,7.778,7.7635,7.7492,7.7351,7.7247,7.7152,7.7066,7.6982,7.6902,7.6851,7.6781,7.6692,7.6096,7.4869,7.419,7.4933,7.625,7.7492,7.8793,7.9892,8.1047,8.2395,8.3821,8.5183,8.6376,8.7008,8.8041,8.9663,9.1106,9.2645,9.417,9.535,9.6605,9.7919,9.8922,9.9903,10.0885,10.183,10.2645,10.3267,10.3682,10.3898,10.3591,10.3106,10.2534,10.1921,10.1266,10.0581,9.9878,9.9165,9.845,9.7463,9.6336,9.5244,9.4189,9.3191,9.2231,9.1303,9.0406,8.9541,8.8706,8.7899,8.7197,8.671,8.6237,8.5778,8.5333,8.4901
xx,xx,xx,md,9.2011,9.1864,9.1721,9.158,9.1442,9.1306,9.1172,9.1041,9.0912,9.0785,9.0691,9.0569,9.0449,9.0368,9.0309,9.0209,8.9454,8.813,8.7269,8.8064,8.9203,9.0504,9.213,9.3927,9.616,9.8506,10.0397,10.2418,10.45,10.6652,10.8894,11.1435,11.4085,11.6759,11.9716,12.3441,12.696,13.1273,13.4933,13.923,14.3172,14.6205,14.8396,14.9879,15.0459,15.0245,14.9869,14.9219,14.8486,14.7759,14.6782,14.5793,14.5531,14.4669,14.3787,14.2893,14.176,14.0729,13.9207,13.7811,13.6757,13.5808,13.4921,13.3925,13.2866,13.1966,13.1221,13.0447,12.9521,12.8808,12.8179,12.7532
xx,xx,xx,hi,10.6655,10.6503,10.6353,10.6205,10.606,10.5917,10.5775,10.5633,10.5493,10.5344,10.5168,10.4995,10.4824,10.4656,10.449,10.4345,10.3401,10.1446,10.0048,10.0912,10.228,10.4271,10.648,10.8867,11.1521,11.4384,11.7176,11.9889,12.2531,12.5154,12.7953,13.0987,13.4258,13.7754,14.1835,14.6248,15.1135,15.6473,16.2242,16.8819,17.5524,18.088,18.4111,18.5813,18.6474,18.641,18.6816,18.6847,18.6622,18.6212,18.5662,18.5007,18.436,18.3972,18.3508,18.2984,18.241,18.17,18.0668,17.9632,17.8597,17.7564,17.6536,17.5487,17.4443,17.341,17.2094,17.077,16.9474,16.8205,16.6962,16.5745
KHM,Baseline,xx,lo,15.537,15.551,15.5649,15.5789,15.593,15.607,15.621,15.635,15.6491,15.6631,15.6772,15.6912,15.7053,15.7193,15.7333,15.7473,15.7613,15.7753,15.7893,15.8033,15.8172,15.8312,15.8451,15.859,15.8729,15.8868,15.9006,15.9144,15.9274,15.9299,15.9326,15.9353,15.9381,15.9409,15.9438,15.9468,15.9499,15.953,15.9562,15.9594,15.9627,15.966,15.9694,15.9728,15.9763,15.9799,15.9834,15.9871,15.9907,15.9944,15.9981,16.0019,16.0057,16.0096,16.0134,16.0173,16.0212,16.0252,16.0292,16.0332,16.0372,16.0413,16.0453,16.0494,16.0535,16.0577,16.0618,16.066,16.0702,16.0744,16.0786,16.0828
xx,xx,xx,md,23.9956,23.9952,23.9951,23.9953,23.9957,23.9694,23.9492,23.9372,23.9145,23.9046,23.9081,23.9053,23.885,23.8653,23.8461,23.8275,23.8094,23.7919,23.7748,23.7583,23.7423,23.7351,23.7521,23.7579,23.7578,23.7757,23.7866,23.7621,23.738,23.7144,23.7041,23.7187,23.7339,23.7495,23.7655,23.7635,23.757,23.7507,23.7446,23.7386,23.7328,23.744,23.7569,23.76,23.7488,23.7379,23.727,23.7153,23.6999,23.6871,23.6852,23.6785,23.6744,23.6704,23.6665,23.6649,23.666,23.6672,23.6685,23.6573,23.6457,23.6583,23.6568,23.6704,23.6782,23.6852,23.7067,23.7285,23.7506,23.773,23.7956,23.8185
xx,xx,xx,hi,34.3435,34.3054,34.2655,34.2169,34.169,34.121,34.0739,34.0275,33.9819,33.9371,33.8931,33.8498,33.8073,33.7655,33.7245,33.6841,33.6445,33.6056,33.5674,33.5299,33.493,33.4568,33.4213,33.3864,33.3522,33.3185,33.2855,33.2532,33.2214,33.1902,33.1508,33.1113,33.0723,33.034,32.9962,32.959,32.9224,32.8863,32.8507,32.8157,32.7813,32.7473,32.7139,32.681,32.6485,32.6166,32.5852,32.5542,32.5286,32.5216,32.5152,32.5092,32.5037,32.4986,32.4941,32.4899,32.4846,32.4789,32.4736,32.4687,32.4642,32.4602,32.4566,32.4533,32.4505,32.4481,32.446,32.4443,32.4431,32.4422,32.4416,32.4414
xx,COVID,xx,lo,15.537,15.551,15.5649,15.5789,15.593,15.607,15.621,15.635,15.6491,15.6631,15.6772,15.6912,15.7053,15.7193,15.7357,15.7792,15.7088,15.4639,15.2554,15.2879,15.3375,15.3796,15.4233,15.4671,15.5183,15.579,15.6486,15.7401,15.8743,16.0593,16.294,16.5798,16.9118,17.2705,17.5957,17.8648,18.1204,18.3686,18.6108,18.8412,19.0305,19.1594,19.241,19.2875,19.3081,19.3096,19.297,19.2743,19.2441,19.2088,19.1697,19.1283,19.0852,19.0356,18.982,18.9293,18.8776,18.8271,18.7777,18.7295,18.6825,18.6367,18.5921,18.5486,18.5061,18.4648,18.4244,18.385,18.3466,18.3091,18.2725,18.2372
xx,xx,xx,md,23.9956,23.9952,23.9951,23.9953,23.9957,23.9694,23.9492,23.9372,23.9145,23.9046,23.9081,23.9053,23.885,23.8653,23.8472,23.8426,23.6453,23.2612,22.8686,22.9016,22.9889,23.0303,23.0545,23.1097,23.1513,23.1913,23.2752,23.3476,23.4653,23.6568,23.8519,24.0994,24.3737,24.6941,25.0644,25.4042,25.8212,26.2095,26.5921,26.9782,27.3108,27.5698,27.7038,27.7773,27.8173,27.8657,27.9132,27.9474,27.9674,27.9766,27.9774,27.9719,27.9616,27.9335,27.9249,27.8736,27.8145,27.7559,27.6979,27.6408,27.5844,27.5289,27.4743,27.4205,27.3676,27.3156,27.2644,27.2141,27.1646,27.1159,27.0937,27.0841
xx,xx,xx,hi,34.3435,34.3054,34.2655,34.2169,34.169,34.121,34.0739,34.0275,33.9819,33.9371,33.8931,33.8498,33.8073,33.7655,33.7264,33.7102,33.3457,32.6335,32.0497,32.0421,32.1054,32.1527,32.1881,32.2205,32.2574,32.3018,32.3548,32.4279,32.5406,32.7027,32.916,33.167,33.5024,33.8582,34.2813,34.7442,35.1945,35.6405,36.0829,36.5124,36.8842,37.1662,37.3736,37.5225,37.625,37.6911,37.7285,37.766,37.7933,37.8045,37.8026,37.7902,37.7693,37.7415,37.7082,37.6706,37.6433,37.6148,37.5849,37.5538,37.522,37.4897,37.4552,37.3979,37.3335,37.2697,37.2066,37.1442,37.0826,37.0214,36.9609,36.9012
LSO,Baseline,All,lo,33.5435,33.5386,33.4326,33.2941,33.1584,33.0253,32.8946,32.7661,32.6399,32.5481,32.4339,32.307,32.1826,32.0606,31.9411,31.8239,31.7091,31.5966,31.4863,31.3782,31.2723,31.1686,31.067,30.9674,30.8699,30.7744,30.6809,30.5893,30.4996,30.3736,30.1922,30.0139,29.8386,29.6716,29.5118,29.3547,29.2004,29.0488,28.8998,28.8265,28.75,28.6212,28.4948,28.3709,28.2493,28.13,28.0131,27.8984,27.7859,27.6757,27.5692,27.4682,27.3693,27.2723,27.1773,27.0843,26.9931,26.9038,26.8163,26.7787,26.7518,26.7259,26.7009,26.6767,26.6534,26.6309,26.6093,26.5884,26.5387,26.4822,26.4266,26.3718
xx,xx,xx,md,54.4851,54.2542,54.0268,53.6609,53.5638,53.3589,53.14,52.8178,52.3776,52.1548,52.0465,51.9685,51.8137,51.5292,51.3779,51.0452,50.8202,50.6854,50.4226,50.1389,49.9904,49.8431,49.7084,49.5521,49.4085,49.2436,49.0524,48.8626,48.6742,48.4872,48.3017,48.1176,47.935,47.7539,47.5742,47.3959,47.2192,47.0439,46.87,46.6976,46.5267,46.3573,46.2644,46.1763,46.0247,45.8476,45.6727,45.5,45.3929,45.3094,45.227,45.1455,45.0649,44.9854,44.9067,44.829,44.7522,44.6763,44.6013,44.5272,44.4541,44.2909,44.0671,43.846,43.6274,43.4561,43.396,43.3364,43.2775,43.219,43.1436,43.0269
xx,xx,xx,hi,79.6221,79.3725,79.1253,78.8796,78.6351,78.3917,78.1491,77.9074,77.6664,77.4332,77.2263,77.02,76.7781,76.5317,76.2869,76.0437,75.8021,75.5621,75.3238,75.0871,74.8521,74.6187,74.3681,74.0231,73.6812,73.3423,73.0034,72.6572,72.3142,71.9745,71.698,71.4994,71.3022,71.1063,70.9117,70.7185,70.5265,70.336,70.1467,69.9589,69.7724,69.5872,69.4035,69.2211,69.0402,68.8606,68.6824,68.5056,68.3302,68.1562,67.9836,67.8125,67.6427,67.4743,67.3074,67.1418,66.9777,66.8149,66.6536,66.4937,66.333,66.1675,66.0035,65.8412,65.6805,65.5213,65.3637,65.2077,65.0532,64.9003,64.7489,64.5991
xx,xx,HIV +ve,lo,20.7093,20.5837,20.4604,20.3389,20.219,20.1006,19.9835,19.8678,19.7535,19.6404,19.4591,19.2473,19.0389,18.8338,18.632,18.4335,18.2382,18.0461,17.8571,17.6711,17.4883,17.3084,17.1315,16.9575,16.7972,16.6421,16.495,16.3859,16.2781,16.1717,16.0666,15.9629,15.8605,15.7594,15.6596,15.5611,15.4638,15.3678,15.2772,15.1977,15.1196,15.0425,14.9664,14.8912,14.8171,14.7439,14.6716,14.6003,14.5298,14.4603,14.3917,14.324,14.2572,14.1912,14.1261,14.0618,14.0011,13.9529,13.9053,13.86,13.8158,13.7288,13.6405,13.5768,13.52,13.4643,13.4094,13.3552,13.3017,13.2489,13.1968,13.1454
xx,xx,xx,md,33.8011,33.6598,33.4949,33.3328,33.1733,33.0764,32.9861,32.8968,32.6159,32.5197,32.4379,32.3565,32.2755,32.1951,32.1048,31.9657,31.8287,31.6937,31.5607,31.4331,31.3021,31.1534,30.9866,30.7572,30.5335,30.3345,30.1384,29.9788,29.858,29.7387,29.6336,29.5304,29.4288,29.2765,29.1371,29.0223,28.9303,28.8324,28.6938,28.619,28.5142,28.4106,28.3083,28.2072,28.1073,28.0086,27.9111,27.8148,27.7197,27.6257,27.5329,27.4412,27.3506,27.2612,27.1728,27.0855,26.9993,26.9142,26.8301,26.747,26.6625,26.5762,26.4906,26.4073,26.3247,26.2432,26.1629,26.0838,26.0057,25.9288,25.853,25.778
xx,xx,xx,hi,49.3629,49.1043,48.8507,48.6016,48.3565,48.1154,47.8779,47.6409,47.4041,47.1707,46.9406,46.7137,46.4901,46.2695,46.0388,45.7825,45.5295,45.2798,45.0335,44.7833,44.5346,44.2892,44.047,43.8082,43.5973,43.4569,43.3254,43.1955,43.0671,42.9403,42.8149,42.6911,42.5688,42.4479,42.3285,42.2105,42.0687,41.9172,41.7678,41.6205,41.4753,41.3322,41.1911,41.0519,40.9128,40.7736,40.6364,40.5012,40.3679,40.2366,40.1072,39.9797,39.8541,39.7302,39.5983,39.4589,39.3215,39.1862,39.0529,38.9216,38.7923,38.6649,38.5394,38.4158,38.2941,38.1741,38.056,37.9397,37.8251,37.7122,37.6011,37.4916
