iso3,year,hiv,tb,ill_def,tb_seq,total,tb.imp,garbage,garbage.imp,totaltb,seq.prop,tb.prop,codqual,min.coverage,max.coverage,min.usability,max.usability,use.ghe,keep.vr,ghe.env,env,env.nm,vr.coverage,tb.adj,tb.adj.sd,pop,ihme.env,env.ratio
CHL,2006,422,277,2060,314,85639,277,0.0240544611683929,0.0240544611683929,591,0.531302876480542,0.00707115423730842,high,100,100,86,91,yes,TRUE,85659.13,85659.13,14,0.999764998780632,605.708920063652,3.76874961381452,16334575,86030.186,0.995686909243693
CHL,2007,387,244,2557,294,89558,244,0.0285513298644454,0.0285513298644454,538,0.546468401486989,0.00618383696739118,high,100,100,86,91,yes,TRUE,89571.13,89571.13,14,0.999853412589525,553.893264905001,4.09069348895499,16495538,87510.136,1.02355148893838
CHL,2008,380,214,2397,224,86783,214,0.027620616941106,0.027620616941106,438,0.511415525114155,0.0051904344322518,high,100,100,86,91,yes,TRUE,86794.05,86794.05,14,0.999872687125442,450.498825634584,3.21387344189011,16661462,87654.265,0.99018627330912
CHL,2009,435,232,2403,241,91965,232,0.0261295057902463,0.0261295057902463,473,0.509513742071882,0.00528125767624662,high,100,100,86,91,yes,TRUE,91966.89,91966.89,14,0.999979449125658,485.700843773029,3.26047068561812,16833447,91372.099,1.00650954729627
CHL,2010,435,262,2466,274,97930,262,0.0251812519146329,0.0251812519146329,536,0.511194029850746,0.00561468197435683,high,100,100,86,91,yes,TRUE,97944.93,97944.93,14,0.999847567403438,549.929632950641,3.57290948492686,17004162,94886.404,1.03223355371334
CHL,2011,472,232,2383,224,94985,232,0.0250881718166026,0.0250881718166026,456,0.491228070175439,0.00492429969115138,high,100,100,86,91,yes,TRUE,94986.87,94986.87,14,0.999980313068533,467.743814604436,3.01156614094641,17173573,95190.454,0.997861298150758
CHL,2012,456,268,2586,212,98711,268,0.0261976882009097,0.0261976882009097,480,0.441666666666667,0.00499349804941483,high,100,100,86,91,yes,TRUE,98713.9,98713.9,14,0.999970622171751,492.92766710013,3.31896082537198,17341771,96729.598,1.02051390723241
CHL,2013,523,275,2194,196,99769,275,0.0219907987451012,0.0219907987451012,471,0.416135881104034,0.00482705611068409,high,100,100,86,91,yes,TRUE,99755.06,99755.06,14,1,481.523271944658,2.70679492351161,17509925,98836.323,1.00929554006172
CHL,2014,506,210,2616,166,101952,210,0.0256591337099812,0.0256591337099812,376,0.441489361702128,0.00378513328501248,high,100,100,86,91,yes,TRUE,101946.03,101946.03,14,1,385.879311427881,2.54051974786417,17687108,100363.98,1.01576312537626
CHL,2015,528,245,2325,193,103325,245,0.0225018146624728,0.0225018146624728,438,0.440639269406393,0.00433663366336634,high,100,100,86,91,yes,TRUE,103501.77,103501.77,14,0.99829210650214,448.84926,2.77949904255002,17870124,102577.48,1.00901065224063
CHL,2016,565,219,2766,180,104026,219,0.0265895064695365,0.0265895064695365,399,0.451127819548872,0.00394035157021529,high,100,100,86,91,yes,TRUE,104013.41,104013.41,14,1,409.849403416947,2.79884320030435,18083879,103139.09,1.00847709631722
CHL,2017,481,209,2678,188,106387,209,0.0251722484890071,0.0251722484890071,397,0.473551637279597,0.00382801878332642,high,100,100,86,91,yes,TRUE,106394.08,106394.08,14,0.99993345494411,407.278536674734,2.63616333503986,18368577,107012.12,0.994224579421471
CHL,2018,418,230,2612,113,106795,230,0.0244580738798633,0.0244580738798633,343,0.329446064139942,0.00329228376990488,high,100,100,86,91,yes,TRUE,106798,106798,14,0.999971909586322,351.609322058301,2.20635414890735,18701450,110086.61,0.97012706631624
COL,2000,1900,1143,3161,58,184920,1143,0.0170938784339174,0.0170938784339174,1201,0.048293089092423,0.00660765079033225,high,100,100,88,91,yes,TRUE,191848.14,191848.14,18,0.963887374670403,1267.66551389477,17.591501442647,39629965,197881.32,0.969511119088957
COL,2001,2089,1237,4453,74,189311,1237,0.0235221408159061,0.0235221408159061,1311,0.0564454614797864,0.0070919300219628,high,100,100,88,91,yes,TRUE,196272.56,196272.56,18,0.964531160137719,1391.9512607515,21.4874541309053,40255956,202770.01,0.967956553338435
COL,2002,2099,1250,3151,67,190067,1250,0.0165783644714759,0.0165783644714759,1317,0.0508731966590737,0.00704594577243254,high,100,100,88,91,yes,TRUE,198804.34,198804.34,18,0.956050557045183,1400.76459896424,22.2730609103161,40875363,223285.84,0.890358027181661
COL,2003,2206,1201,3220,88,188269,1201,0.0171031874604954,0.0171031874604954,1289,0.0682699767261443,0.00696572259239445,high,100,100,88,91,yes,TRUE,194785.93,194785.93,18,0.966543117359657,1356.82475328156,17.8483910274709,41483872,204910.65,0.950589586241613
COL,2004,2419,1163,3174,69,187170,1163,0.0169578458086232,0.0169578458086232,1232,0.0560064935064935,0.00669579773473336,high,100,100,88,91,yes,TRUE,193845.38,193845.38,18,0.965563378399836,1297.94945629253,17.3699393136515,42075953,204929.92,0.945910582505473
COL,2005,2293,1013,3120,89,187711,1013,0.0166212955021283,0.0166212955021283,1102,0.0807622504537205,0.0059699551982491,high,100,100,88,91,yes,TRUE,193320.19,193320.19,15,0.970984975754472,1154.112873217,13.6443143920305,42220940,199002.17,0.971447648033185
COL,2006,2332,999,3353,93,191740,999,0.0174872222801711,0.0174872222801711,1092,0.0851648351648352,0.0057965783201601,high,100,100,88,91,yes,TRUE,196123.7,196123.7,15,0.977648290339209,1136.84638748958,11.6720360827587,42772910,202825.4,0.966958280373168
COL,2007,2469,1082,3195,110,190967,1082,0.016730639325119,0.016730639325119,1192,0.0922818791946309,0.00634812432098503,high,100,100,88,91,yes,TRUE,195029.07,195029.07,15,0.979171976772488,1238.06878256609,11.9623157604661,43306582,200793.52,0.971291653236618
COL,2008,2385,1056,3677,104,195637,1056,0.018795013213247,0.018795013213247,1160,0.0896551724137931,0.00604292560950198,high,100,100,88,91,yes,TRUE,199556.38,199556.38,15,0.980359535485661,1205.90435924151,11.9302299391215,43815313,203967.16,0.978375048218547
COL,2009,2334,1003,4234,84,195764,1003,0.0216280827935678,0.0216280827935678,1087,0.0772769089236431,0.00567535111992899,high,100,100,88,91,yes,TRUE,200048.17,200048.17,15,0.978584307969426,1135.34360564925,12.6234138794617,44313917,211484.62,0.945923017948066
COL,2010,2426,889,4099,79,199610,889,0.0205350433345023,0.0205350433345023,968,0.0816115702479339,0.00495112806952039,high,100,100,88,91,yes,TRUE,204812.2,204812.2,15,0.974600145889747,1014.05143240022,12.0605684373782,44816108,212458.44,0.964010655448661
COL,2011,2354,853,5521,49,195411,853,0.0282532713102128,0.0282532713102128,902,0.0543237250554324,0.0047501184896519,high,100,100,88,91,yes,TRUE,199939.45,199939.45,15,0.977350892982851,949.736078255832,12.5655974927959,45308899,207738.49,0.962457414608145
COL,2012,2277,897,3880,68,199336,897,0.0194646225468556,0.0194646225468556,965,0.0704663212435233,0.00493717256057629,high,100,100,88,91,yes,TRUE,203270.76,203270.76,15,0.980642764360206,1003.58281863949,10.0313611091386,45782417,209897.66,0.968427947219612
COL,2013,2383,896,3798,108,202751,896,0.0187323367085736,0.0187323367085736,1004,0.107569721115538,0.00504641799822069,high,100,100,88,91,yes,TRUE,206440.51,206440.51,15,0.982127974785569,1041.78510522586,9.80178282462401,46237930,212070.06,0.973454291473299
COL,2014,2378,947,3948,83,209770,947,0.0188206130523907,0.0188206130523907,1030,0.0805825242718447,0.00500432412472914,high,100,100,88,91,yes,TRUE,213131.23,213131.23,15,0.984229293848677,1066.57775602219,9.46917983943668,46677947,213699.66,0.997340051921468
COL,2015,2447,958,3866,65,219210,958,0.0176360567492359,0.0176360567492359,1023,0.0635386119257087,0.00475053867300691,high,100,100,88,91,yes,TRUE,222554.52,222554.52,15,0.984972131772475,1057.25385411249,8.85020021472066,47119728,221165.09,1.0062823205959
COL,2016,2618,996,3815,73,222864,996,0.0171180630339579,0.0171180630339579,1069,0.068288119738073,0.00488018662491041,high,100,100,88,91,yes,TRUE,225546.8,225546.8,15,0.988105351084564,1100.71047665134,8.16278154109934,47625955,227095.92,0.993178565251194
COL,2017,2515,950,3618,72,227598,950,0.0158964490021881,0.0158964490021881,1022,0.0704500978473581,0.00456290740244665,high,100,100,88,91,yes,TRUE,230257,230257,15,0.988452034031539,1050.64136976516,7.36100977544411,48351671,233825.2,0.984739882613166
COL,2018,2690,1082,3648,81,236920,1082,0.0153976025662671,0.0153976025662671,1163,0.0696474634565778,0.00498559621386193,high,100,100,88,91,yes,TRUE,234311.6,234311.6,15,1,1168.18302582393,4.56712730011068,49276961,240621.42,0.973776981284542
COL,2019,2481,1108,2736,56,244332,1108,0.0111978782967438,0.0111978782967438,1164,0.0481099656357388,0.00481796056226097,high,100,100,88,91,yes,TRUE,239386.3,239386.3,15,1,1153.35375254557,3.26534365941977,50187406,246679.08,0.970436163455774
CPV,2011,60,24,267,,2521,24,0.10591035303451,0.10591035303451,24,,0.0106477373558119,low,100,100,69,71,no,FALSE,2327.309,2327.309,2,1,24.7805749778172,0.733852431131011,527521,2760.8012,0.842983189082937
CPV,2012,79,17,288,,2637,17,0.109215017064846,0.109215017064846,17,,0.00723712217965092,low,100,100,69,71,no,FALSE,2362.157,2362.157,2,1,17.0952188165177,0.5239913813492,533864,2802.0596,0.843007407836721
CRI,2000,115,65,143,13,14875,65,0.00961344537815126,0.00961344537815126,78,0.166666666666667,0.00529459679609014,high,100,100,89,93,yes,TRUE,14940.5,14940.5,20,0.995615943241525,79.1039234319848,0.279886777687494,3962369,15063.839,0.991812246532906
CRI,2001,134,72,176,7,15516,72,0.011343129672596,0.011343129672596,79,0.0886075949367089,0.00514993481095176,high,100,100,89,93,yes,TRUE,15608.504,15608.504,20,0.994073487119586,80.3827780964798,0.351745395208884,4034074,15523.076,1.00550329071377
CRI,2002,118,66,386,13,14928,66,0.0258574490889603,0.0258574490889603,79,0.164556962025316,0.00543254022830422,high,100,100,89,93,yes,TRUE,15013.771,15013.771,20,0.994287178084706,81.5629149360473,0.661515230750484,4100922,15370.06,0.976819283724332
CRI,2003,140,61,138,17,15762,61,0.00875523410734678,0.00875523410734678,78,0.217948717948718,0.00499231950844854,high,100,100,89,93,yes,TRUE,15801.563,15801.563,20,0.997496260338297,78.8864512288787,0.224131383441394,4164053,15853.919,0.996697598871295
CRI,2004,121,64,174,10,16452,64,0.0105762217359592,0.0105762217359592,74,0.135135135135135,0.00454601302371299,high,100,100,89,93,yes,TRUE,16484.809,16484.809,20,0.998009743394661,74.9401564074211,0.238025230471533,4225156,16316.747,1.01029996971823
CRI,2005,123,57,117,8,15495,57,0.00755082284607938,0.00755082284607938,65,0.123076923076923,0.00422681753153856,high,100,100,89,93,yes,TRUE,15516.697,15516.697,15,0.998601699833412,65.5862469111718,0.147883594873175,4315887,15687.572,0.989107619713235
CRI,2006,140,51,404,10,16618,51,0.0243109880852088,0.0243109880852088,61,0.163934426229508,0.00376218083138029,high,100,100,89,93,yes,TRUE,16638.485,16638.485,15,0.998768818194685,62.5969893302085,0.409699688784902,4378172,16724.862,0.994835413290705
CRI,2007,107,32,223,8,15924,32,0.0140040190906807,0.0140040190906807,40,0.2,0.00254760843258391,high,100,100,89,93,yes,TRUE,15954.326,15954.326,15,0.998099198925733,40.6453754537928,0.163947047675428,4440019,15644.601,1.01979756466784
CRI,2008,115,46,520,10,16464,46,0.0315840621963071,0.0315840621963071,56,0.178571428571429,0.00351229302558956,high,100,100,89,93,yes,TRUE,16486.062,16486.062,15,0.998661778658845,57.9038805820371,0.492152115467576,4501921,16390.168,1.00585070268956
CRI,2009,109,39,460,2,16641,39,0.027642569557118,0.027642569557118,41,0.0487804878048781,0.00253383598047092,high,100,100,89,93,yes,TRUE,16653.624,16653.624,15,0.999241966793534,42.1975516964341,0.308132619630669,4563127,16591.626,1.00373670428685
CRI,2010,138,41,166,6,18988,41,0.00874236359806194,0.00874236359806194,47,0.127659574468085,0.00249707788757837,high,100,100,89,93,yes,TRUE,19013.341,19013.341,15,0.998667198994643,47.4777933800871,0.120662634990162,4622252,18845.722,1.00889427319367
CRI,2011,129,51,230,9,18458,51,0.012460721638314,0.012460721638314,60,0.15,0.0032916392363397,high,100,100,89,93,yes,TRUE,18453.749,18453.749,15,1,60.7430842659645,0.191613306193383,4679926,18562.833,0.994123526295798
CRI,2012,147,39,212,10,18910,39,0.0112109994711793,0.0112109994711793,49,0.204081632653061,0.0026206011338111,high,100,100,89,93,yes,TRUE,18916.967,18916.967,15,0.9996317062878,49.5738251684672,0.14513626825949,4736593,19013.107,0.994943488194749
CRI,2013,133,32,547,7,19359,32,0.0282555917144481,0.0282555917144481,39,0.17948717948718,0.00207314480119073,high,100,100,89,93,yes,TRUE,19359.531,19359.531,15,0.999972571649592,40.1351110461408,0.292037230042056,4791535,19599.812,0.987740647716417
CRI,2014,152,41,375,3,20283,41,0.0184883892915249,0.0184883892915249,44,0.0681818181818182,0.00221016676712879,high,100,100,89,93,yes,TRUE,20283.6,20283.6,15,0.999970419452168,44.8301386377336,0.211450171693951,4844288,20197.943,1.00424087740024
CRI,2015,157,31,274,2,20750,31,0.0132048192771084,0.0132048192771084,33,0.0606060606060606,0.00161164289900371,high,100,100,89,93,yes,TRUE,20760.534,20760.534,15,0.999492594939995,33.4585672006251,0.116234859834229,4895242,21338.606,0.972909570568949
CRI,2016,168,28,447,4,22333,28,0.0200152241078225,0.0200152241078225,32,0.125,0.00146212190441378,high,100,100,89,93,yes,TRUE,22341.25,22341.25,15,0.999630727913613,32.6656309969844,0.169869191622236,4945205,22800.007,0.979879085124842
CRI,2017,144,31,775,5,22953,31,0.0337646495011545,0.0337646495011545,36,0.138888888888889,0.00162323022815403,high,100,100,89,93,yes,TRUE,22968.63,22968.63,15,0.999319506648851,37.2833745152854,0.332281477060828,4993842,23365.99,0.982994086704651
CRI,2018,182,36,153,2,23498,36,0.00651119244190995,0.00651119244190995,38,0.0526315789473684,0.00162775754979653,high,100,100,89,93,yes,TRUE,23165.66,23165.66,15,1,37.7080779610195,0.0617834218037679,5040734,23900.976,0.96923489651636
CRI,2019,190,35,216,3,24278,35,0.00889694373506879,0.00889694373506879,38,0.0789473684210526,0.00157925359487989,high,100,100,89,93,yes,TRUE,23885.67,23885.67,15,1,37.7215302136148,0.0846547515391569,5084532,24415.698,0.978291507373658
CRI,2020,180,29,502,4,25984,29,0.0193195812807882,0.0193195812807882,33,0.121212121212121,0.00129503178714387,high,100,100,89,93,yes,TRUE,,23885.67,15,1,30.9327019072286,0.152344952882709,5123105,,
CUB,2000,142,44,495,9,76444,44,0.00647532834493224,0.00647532834493224,53,0.169811320754717,0.000697836706210747,high,100,100,89,93,yes,TRUE,76363.77,76363.77,18,1,53.289441730635,0.0868289037928894,11126423,77800.948,0.98152750015334
CUB,2001,116,32,610,6,79381,32,0.00768445849762538,0.00768445849762538,38,0.157894736842105,0.00048241103959579,high,100,100,89,93,yes,TRUE,79327.08,79327.08,18,1,38.2682591308984,0.0740870309817316,11164676,79076.792,1.00316512586904
CUB,2002,89,34,498,3,73873,34,0.00674129925683267,0.00674129925683267,37,0.0810810810810811,0.000504258943781942,high,100,100,89,93,yes,TRUE,73815.02,73815.02,18,1,37.2218840204429,0.0631567231420119,11199664,76322.485,0.967146444458668
CUB,2003,74,39,583,13,78429,39,0.00743347486261459,0.00743347486261459,52,0.25,0.000667985509852786,high,100,100,89,93,yes,TRUE,78383.46,78383.46,18,1,52.3590154921255,0.0980310678516204,11229185,78813.756,0.994540343947064
CUB,2004,109,37,670,6,81105,37,0.00826089636890451,0.00826089636890451,43,0.13953488372093,0.000534593149748244,high,100,100,89,93,yes,TRUE,81049.06,81049.06,18,1,43.3282722695344,0.0902279555560009,11250369,80941.55,1.0013282424169
CUB,2005,120,35,637,8,84817,35,0.00751028685287148,0.00751028685287148,43,0.186046511627907,0.000510810168686149,high,100,100,89,93,yes,TRUE,84779.63,84779.63,15,1,43.3062971014493,0.0819259659468493,11246114,83291.775,1.01786316836206
CUB,2006,113,33,635,14,80830,33,0.00785599406161079,0.00785599406161079,47,0.297872340425532,0.000586071450838581,high,100,100,89,93,yes,TRUE,80775.67,80775.67,15,1,47.3403141093584,0.0937125115638196,11260630,80208.288,1.0070738575046
CUB,2007,158,24,643,15,81919,24,0.0078492169093861,0.0078492169093861,39,0.384615384615385,0.000479846449136276,high,100,100,89,93,yes,TRUE,81891.5,81891.5,15,1,39.2953454894434,0.0777194594643928,11269887,81514.449,1.00462557257794
CUB,2008,176,35,763,12,86417,35,0.00882928127567493,0.00882928127567493,47,0.25531914893617,0.000548719265883672,high,100,100,89,93,yes,TRUE,86367.17,86367.17,15,1,47.3913301188503,0.105539685480779,11276609,84104.621,1.02690160151842
CUB,2009,184,27,591,11,86931,27,0.00679849535838769,0.00679849535838769,38,0.289473684210526,0.000440120454018995,high,100,100,89,93,yes,TRUE,86890.2,86890.2,15,1,38.2421542738013,0.0654421854754945,11283185,86038.821,1.00989528901146
CUB,2010,203,41,686,4,91060,41,0.00753349439929717,0.00753349439929717,45,0.0888888888888889,0.000497930820811295,high,100,100,89,93,yes,TRUE,91014.13,91014.13,15,1,45.3187404563259,0.0859999998700939,11290417,88244.246,1.03138883412296
CUB,2011,233,36,668,5,87039,36,0.00767472052757959,0.00767472052757959,41,0.121951219512195,0.000474696367993887,high,100,100,89,93,yes,TRUE,87006.21,87006.21,15,1,41.3015318799134,0.079857311180206,11298710,85618.635,1.01620646019409
CUB,2012,299,30,640,11,89355,30,0.00716244194505064,0.00716244194505064,41,0.268292682926829,0.000462154088936482,high,100,100,89,93,yes,TRUE,89340.87,89340.87,15,1,41.2892483796427,0.0744663218254272,11309290,89252.327,1.00099205256576
CUB,2013,351,38,666,8,92254,38,0.00721919916751577,0.00721919916751577,46,0.173913043478261,0.000502249202952352,high,100,100,89,93,yes,TRUE,92219.18,92219.18,15,1,46.3170096519195,0.0842007916653344,11321579,91818.97,1.00435868535663
CUB,2014,373,31,717,7,96313,31,0.00744447790017962,0.00744447790017962,38,0.184210526315789,0.000397506171806352,high,100,100,89,93,yes,TRUE,96285.23,96285.23,15,1,38.2739731787941,0.0717667025011387,11332026,94952.709,1.01403352272972
CUB,2015,447,36,712,13,99684,36,0.00714257052285221,0.00714257052285221,49,0.26530612244898,0.000495089520268359,high,100,100,89,93,yes,TRUE,99660.19,99660.19,15,1,49.3407156569535,0.0887387077854119,11339894,99556.557,1.00104094600218
CUB,2016,477,38,676,4,99363,38,0.0068033372583356,0.0068033372583356,42,0.0952380952380952,0.000425587970046713,high,100,100,89,93,yes,TRUE,99361.23,99361.23,15,1,42.2869441770446,0.0724157545160014,11342012,100876.67,0.9849772995084
CUB,2017,456,34,903,5,106910,34,0.0084463567486671,0.0084463567486671,39,0.128205128205128,0.000367900233003481,high,100,100,89,93,yes,TRUE,106924.15,106924.15,15,0.999867663198632,39.3374196986991,0.0850847455277993,11336405,105582.42,1.01270789209037
CUB,2018,476,29,1035,,106145,29,0.00975081256771398,0.00975081256771398,29,,0.000275901436590239,high,100,100,89,93,yes,TRUE,107866.46,107866.46,15,0.984040822327904,29.7605112739035,0.195113830525316,11328244,107605.2,1.00242794957865
CUB,2019,430,34,1074,,109035,34,0.00985004814967671,0.00985004814967671,34,,0.000314928539009457,high,100,100,89,93,yes,TRUE,110821.68,110821.68,15,0.98387788382201,34.9009097729736,0.231195372795151,11316697,105984.24,1.04564301258376
CYP,2000,0,0,2090,,5355,0,0.390289449112979,0.390289449112979,0,,0,medium,89,97,66,77,yes,TRUE,5922.387,5922.387,16,0.904196230337531,0,0,943288,6507.6577,0.910064307776975
