iso3,year,saved.hivneg,saved.hivneg.lo,saved.hivneg.hi,saved.hivpos,saved.hivpos.lo,saved.hivpos.hi,saved,saved.lo,saved.hi
ITA,2006,1.47,0.896,2.12,0.224,0.0862,0.4,1.7,1.1,2.37
ITA,2007,0.872,0.485,1.31,0.128,0.0483,0.231,1,0.603,1.45
ITA,2008,1.52,0.94,2.18,0.186,0.0695,0.334,1.71,1.11,2.38
ITA,2009,1.5,0.914,2.15,0.182,0.0681,0.328,1.68,1.08,2.34
ITA,2010,1.74,1.1,2.47,0.203,0.0761,0.365,1.95,1.29,2.69
ITA,2011,1.21,0.72,1.75,0.146,0.0546,0.263,1.35,0.855,1.91
ITA,2012,1.11,0.669,1.61,0.125,0.0469,0.226,1.24,0.785,1.74
ITA,2013,1.15,0.714,1.63,0.11,0.0408,0.199,1.26,0.817,1.75
ITA,2014,1.29,0.806,1.83,0.117,0.0432,0.212,1.4,0.915,1.95
ITA,2015,1.29,0.791,1.84,0.118,0.0434,0.214,1.4,0.902,1.97
ITA,2016,1.45,0.914,2.05,0.131,0.0481,0.237,1.58,1.04,2.19
ITA,2017,1.47,0.928,2.07,0.135,0.0499,0.246,1.6,1.05,2.22
ITA,2018,1.45,0.914,2.04,0.134,0.0496,0.244,1.58,1.04,2.19
ITA,2019,1.17,0.723,1.67,0.113,0.0416,0.205,1.28,0.828,1.79
ITA,2020,0.82,0.499,1.18,0.0747,0.0268,0.136,0.895,0.569,1.26
ITA,2021,0.961,0.584,1.38,0.0909,0.0334,0.165,1.05,0.669,1.47
ITA,Cumulative,28.1,25.6,30.7,4.22,3.52,4.92,32.3,29.7,35
JAM,2000,0.0293,0.00511,0.0632,0.0248,0.000765,0.0591,0.0541,0.0183,0.1
JAM,2001,0.0341,0.011,0.0659,0.0204,0.000544,0.0489,0.0546,0.0226,0.0957
JAM,2002,0.0249,0.00537,0.0508,0.016,0.000603,0.0377,0.0409,0.0149,0.0735
JAM,2003,0.00629,0,0.0278,0.0324,0.0105,0.0603,0.0387,0.0132,0.0722
JAM,2004,0.0271,0.00729,0.0537,0.021,0.00603,0.0402,0.0481,0.0221,0.0799
JAM,2005,0.0134,0.0011,0.0293,0.0215,0.00814,0.038,0.0349,0.0162,0.0572
JAM,2006,0.0267,0.0127,0.0449,0.0198,0.00692,0.0359,0.0465,0.0267,0.07
JAM,2007,0.0328,0.0151,0.0559,0.0155,0.00431,0.0299,0.0482,0.0265,0.0748
JAM,2008,0.0329,0.0143,0.0571,0.0131,0.00317,0.0262,0.046,0.0242,0.0729
JAM,2009,0.0363,0.0117,0.0704,0.0282,0.00731,0.0558,0.0645,0.0306,0.107
JAM,2010,0.041,0.0169,0.0738,0.0205,0.00515,0.0405,0.0615,0.0317,0.0989
JAM,2011,0.0372,0.0188,0.0611,0.013,0.0032,0.0258,0.0502,0.0287,0.0767
JAM,2012,0.0279,0.0137,0.046,0.0141,0.00425,0.0266,0.042,0.0241,0.0634
JAM,2013,0.0374,0.021,0.0582,0.0108,0.00249,0.0218,0.0482,0.0293,0.0713
JAM,2014,0.0271,0.0142,0.0434,0.0138,0.00432,0.0259,0.0409,0.0243,0.0606
JAM,2015,0.0346,0.0179,0.0564,0.0156,0.00465,0.0297,0.0502,0.0294,0.0755
JAM,2016,0.0362,0.0182,0.0597,0.0135,0.000284,0.0324,0.0497,0.0264,0.0788
JAM,2017,0.0433,0.0216,0.0722,0.0161,0.00411,0.0317,0.0593,0.0337,0.0915
JAM,2018,0.029,0.0159,0.0451,0.00835,0.00155,0.0174,0.0373,0.0222,0.0555
JAM,2019,0.0263,0.0147,0.0406,0.00692,0.000947,0.015,0.0332,0.0197,0.0493
JAM,2020,0.0256,0.0141,0.0398,0.00686,0.000989,0.0153,0.0325,0.0191,0.0486
JAM,2021,0.0233,0.0103,0.0391,0.00899,0.00215,0.019,0.0322,0.0171,0.0505
JAM,Cumulative,0.653,0.555,0.75,0.361,0.286,0.436,1.01,0.891,1.14
JOR,2000,0.134,0.0705,0.214,0.000331,0,0.000846,0.134,0.0708,0.215
JOR,2001,0.153,0.0783,0.249,0.000324,0,0.000838,0.153,0.0787,0.25
JOR,2002,0.137,0.0721,0.218,0.000272,0,0.000694,0.137,0.0724,0.218
JOR,2003,0.14,0.0741,0.225,0.000272,0,0.000695,0.141,0.0744,0.225
JOR,2004,0.142,0.0749,0.226,0.000282,0,0.000719,0.142,0.0751,0.226
JOR,2005,0.162,0.084,0.263,0.000348,0,0.000898,0.162,0.0843,0.263
JOR,2006,0.171,0.0886,0.276,0.000409,0,0.00105,0.171,0.089,0.276
JOR,2007,0.15,0.0807,0.237,0.000411,0,0.00104,0.151,0.0811,0.238
JOR,2008,0.157,0.0841,0.248,2.49e-05,1.12e-05,4.12e-05,0.157,0.0841,0.248
JOR,2009,0.171,0.0977,0.262,5.29e-07,3.26e-07,7.83e-07,0.171,0.0977,0.262
JOR,2010,0.147,0.0857,0.221,5.41e-07,3.33e-07,8e-07,0.147,0.0857,0.221
JOR,2011,0.138,0.0821,0.205,0.00081,0,0.00149,0.139,0.0829,0.205
JOR,2012,0.144,0.091,0.208,5.62e-07,3.46e-07,8.32e-07,0.144,0.091,0.208
JOR,2013,0.157,0.0999,0.224,6e-07,3.7e-07,8.88e-07,0.157,0.0999,0.224
JOR,2014,0.19,0.122,0.273,6.75e-07,4.16e-07,9.99e-07,0.19,0.122,0.273
JOR,2015,0.225,0.144,0.324,7.4e-07,4.56e-07,1.09e-06,0.225,0.144,0.324
JOR,2016,0.224,0.144,0.32,0.000769,0,0.00142,0.225,0.145,0.321
JOR,2017,0.286,0.177,0.423,7.97e-07,4.91e-07,1.18e-06,0.286,0.177,0.423
JOR,2018,0.212,0.139,0.3,0.00257,0,0.00806,0.215,0.141,0.303
JOR,2019,0.245,0.157,0.35,8.34e-07,5.13e-07,1.23e-06,0.245,0.157,0.35
JOR,2020,0.208,0.132,0.301,8.52e-07,5.25e-07,1.26e-06,0.208,0.132,0.301
JOR,2021,0.19,0.118,0.28,8.7e-07,5.36e-07,1.29e-06,0.19,0.118,0.28
JOR,Cumulative,3.88,3.5,4.27,0.00683,0.00221,0.0115,3.89,3.5,4.27
JPN,2000,14.1,8.27,20.6,0.306,0.0281,0.717,14.4,8.56,20.9
JPN,2001,12.5,7.26,18.4,0.271,0.0249,0.634,12.8,7.52,18.6
JPN,2002,11.5,6.68,17,0.24,0.0222,0.562,11.8,6.91,17.2
JPN,2003,11.1,6.38,16.3,0.217,0.02,0.507,11.3,6.59,16.5
JPN,2004,10.2,5.77,15.1,0.187,0.0173,0.438,10.4,5.95,15.3
JPN,2005,8.94,4.9,13.5,0.15,0.0138,0.351,9.09,5.04,13.6
JPN,2006,8.16,4.4,12.4,0.12,0.0109,0.281,8.28,4.51,12.5
JPN,2007,8.08,4.38,12.2,0.0603,0.0357,0.0879,8.14,4.44,12.3
JPN,2008,7.85,4.24,11.9,0.0814,0.049,0.117,7.93,4.33,12
JPN,2009,7.79,4.27,11.7,0.0957,0.00887,0.224,7.88,4.36,11.8
JPN,2010,7.29,3.9,11.1,0.0934,0.00859,0.219,7.38,4,11.2
JPN,2011,7.12,3.83,10.8,0.0881,0.00826,0.206,7.21,3.92,10.9
JPN,2012,6.62,3.51,10.1,0.0797,0.00732,0.187,6.7,3.59,10.2
JPN,2013,6.63,3.59,10,0.0715,0.00661,0.167,6.71,3.66,10.1
JPN,2014,6.29,3.37,9.56,0.0664,0.00618,0.155,6.36,3.44,9.63
JPN,2015,5.91,3.2,8.96,0.0614,0.00572,0.143,5.98,3.26,9.02
JPN,2016,5.63,3.01,8.56,0.0612,0.00569,0.143,5.69,3.07,8.62
JPN,2017,4.51,2.01,7.31,0.0604,0.00556,0.141,4.57,2.07,7.37
JPN,2018,4.13,1.81,6.73,0.0567,0.00517,0.133,4.19,1.86,6.79
JPN,2019,3.8,1.65,6.21,0.0525,0.0048,0.123,3.86,1.7,6.26
JPN,2020,2.81,0.901,4.95,0.0456,0.00407,0.107,2.86,0.946,4.99
JPN,2021,2.27,0.523,4.21,0.0416,0.00268,0.0985,2.31,0.564,4.26
JPN,Cumulative,163,145,181,2.51,1.79,3.23,166,148,184
KAZ,2000,6.55,0,20.5,0.288,0.0263,0.826,6.84,0.131,20.8
KAZ,2001,7.73,0,24.1,0.28,0.0148,0.844,8.01,0.132,24.4
KAZ,2002,8.22,0,26.3,0.283,0.00668,0.884,8.5,0.118,26.6
KAZ,2003,8.82,0,27.6,0.281,0,0.929,9.1,0.126,27.9
KAZ,2004,9.13,0,27.8,0.301,0,1,9.43,0.169,28.1
KAZ,2005,8.69,0,26.1,0.118,0.011,0.302,8.81,0.0886,26.2
KAZ,2006,8.54,0,24,0.101,0.0107,0.253,8.64,0.115,24.2
KAZ,2007,8.17,0.106,21.8,0.157,0.0256,0.369,8.33,0.307,21.9
KAZ,2008,8.12,0.401,20.9,0.138,0.0157,0.331,8.25,0.541,21
KAZ,2009,8.39,1.05,20.4,0.172,0.0333,0.39,8.56,1.22,20.6
KAZ,2010,8.21,1.44,19.1,0.231,0.0541,0.5,8.45,1.67,19.3
KAZ,2011,7.89,1.76,17.5,0.241,0.0617,0.508,8.13,2,17.7
KAZ,2012,7.15,1.9,15.1,0.264,0.0585,0.558,7.41,2.16,15.3
KAZ,2013,6.65,2.44,12.8,0.325,0.123,0.601,6.97,2.76,13.1
KAZ,2014,5.66,2.4,10.2,0.433,0.187,0.757,6.1,2.81,10.7
KAZ,2015,5.3,2.52,9.08,0.267,0.129,0.443,5.57,2.79,9.35
KAZ,2016,4.77,2.42,7.89,0.468,0.233,0.762,5.23,2.88,8.36
KAZ,2017,4.61,2.43,7.48,0.348,0.188,0.545,4.96,2.77,7.84
KAZ,2018,4.54,2.45,7.28,0.5,0.275,0.776,5.04,2.93,7.8
KAZ,2019,4.78,2.59,7.66,0.469,0.253,0.736,5.25,3.05,8.14
KAZ,2020,4.75,2.69,7.42,0.537,0.267,0.869,5.28,3.2,7.98
KAZ,2021,4.64,2.42,7.48,0.632,0.374,0.944,5.28,3.03,8.12
KAZ,Cumulative,151,108,195,6.83,5.43,8.23,158,115,201
KEN,2000,7.79,0,30.9,34.3,0,107,42.1,0,117
KEN,2001,11.2,0,43.9,35.7,0,120,47,0,135
KEN,2002,14.4,0,56.2,36.4,0,129,50.8,0,149
KEN,2003,19.1,0,77.5,41,0,158,60.1,0,186
KEN,2004,21.8,0,88.9,42,0,168,63.8,0,200
KEN,2005,22.9,0,91.8,42.1,0,170,64.9,0,204
KEN,2006,23,0,89.4,44,0,170,67,0,204
KEN,2007,24.4,0,92.7,39.2,0,148,63.7,0,186
KEN,2008,23.8,0,85.8,34.1,0,122,57.9,0,160
KEN,2009,25,0,90.4,34.5,0,123,59.6,0,164
KEN,2010,25.2,0,88,30.8,0,106,56,0,149
KEN,2011,25.2,0,85.4,28.8,0,96.1,54,0,140
KEN,2012,24.3,0,79.3,26.4,0,84,50.7,0,127
KEN,2013,23.4,0,73.8,24.9,0,76.7,48.3,0.425,117
KEN,2014,23.5,0,72.3,23,0,69,46.5,1.32,111
KEN,2015,22.2,0,64.9,19.7,0,55.5,41.9,2.74,95.5
KEN,2016,21.2,0,59.5,17.2,0,46.5,38.4,3.61,85
KEN,2017,23.5,0,58.2,16.8,0,39.8,40.4,8.51,80.9
KEN,2018,26.9,2.96,57.4,17.8,2.86,36.3,44.7,16.1,79.5
KEN,2019,24.2,2.26,51.4,15.3,2.36,30.9,39.6,13.9,70.2
KEN,2020,22.7,0.366,50.5,13,1.98,25.7,35.7,11.3,65.8
KEN,2021,23.1,0,52.4,13.5,1.84,27.2,36.6,11,68.3
KEN,Cumulative,479,291,667,631,347,914,1110,769,1450
KGZ,2000,1.9,0.914,3.06,0.00176,0,0.00308,1.91,0.916,3.06
KGZ,2001,1.97,0.891,3.23,0.00419,0,0.0168,1.97,0.895,3.24
KGZ,2002,2.18,1.11,3.43,0.0086,0,0.0258,2.19,1.11,3.44
KGZ,2003,2.18,1.16,3.37,0.0149,0,0.0388,2.19,1.17,3.38
KGZ,2004,2.19,1.22,3.31,0.0224,0.000934,0.0547,2.21,1.24,3.34
KGZ,2005,2.35,1.34,3.54,0.0337,0.00281,0.0796,2.39,1.37,3.57
KGZ,2006,2.24,1.26,3.38,0.0451,0.0042,0.106,2.29,1.3,3.43
KGZ,2007,2.32,1.36,3.43,0.0572,0.00544,0.133,2.38,1.42,3.49
KGZ,2008,2.71,1.63,3.97,0.0854,0.05,0.125,2.8,1.72,4.06
KGZ,2009,2.32,1.41,3.37,0.0575,0.0331,0.0852,2.38,1.46,3.43
KGZ,2010,2.15,1.3,3.11,0.0854,0.0095,0.196,2.24,1.38,3.2
KGZ,2011,2.25,1.34,3.27,0.0953,0.0582,0.136,2.34,1.44,3.37
KGZ,2012,2.37,1.44,3.44,0.0935,0.057,0.134,2.47,1.53,3.53
KGZ,2013,2.77,1.68,4.03,0.13,0.0139,0.301,2.9,1.8,4.16
KGZ,2014,2.53,1.58,3.6,0.137,0.0861,0.193,2.66,1.71,3.74
KGZ,2015,2.88,1.82,4.09,0.147,0.0912,0.208,3.03,1.97,4.24
KGZ,2016,2.91,1.86,4.11,0.161,0.101,0.227,3.07,2.02,4.27
KGZ,2017,2.77,1.79,3.88,0.165,0.105,0.23,2.94,1.96,4.05
KGZ,2018,2.64,1.72,3.67,0.14,0.0889,0.194,2.78,1.86,3.81
KGZ,2019,2.63,1.74,3.63,0.0941,0.0586,0.133,2.72,1.83,3.72
KGZ,2020,2.59,1.72,3.58,0.0942,0.0405,0.152,2.69,1.81,3.67
KGZ,2021,3,1.88,4.3,0.0561,0,0.122,3.06,1.94,4.36
KGZ,Cumulative,53.9,48.9,58.9,1.73,1.47,1.99,55.6,50.6,60.6
KHM,2000,21.6,4.2,49,4.37,0.186,10.6,26,7.67,53.8
KHM,2001,21.7,4.53,48.4,3.78,0,9.7,25.4,7.47,52.6
KHM,2002,21.8,4.88,47.9,2.04,0,7.4,23.8,6.35,50.2
KHM,2003,21.9,5.26,47.2,2.1,0,7.05,24,6.84,49.6
KHM,2004,22.1,5.81,46.8,2.09,0,6.63,24.2,7.43,49.1
KHM,2005,22.2,6.32,46.1,2.21,0,6.34,24.4,8.1,48.6
KHM,2006,22.2,6.78,45.3,2.07,0,5.87,24.3,8.48,47.6
KHM,2007,22.1,7.13,44.4,2.07,0,5.64,24.2,8.85,46.7
KHM,2008,21.8,7.34,43,2.29,0,5.86,24.1,9.26,45.5
KHM,2009,21.6,7.58,42.1,2.08,0,5.07,23.7,9.37,44.4
KHM,2010,21.7,7.93,41.6,1.8,0,4.22,23.5,9.53,43.5
KHM,2011,21.7,8.22,41,1.4,0.0527,3.16,23.1,9.51,42.4
KHM,2012,21.5,8.45,40.1,1.26,0.154,2.71,22.8,9.63,41.4
KHM,2013,21.2,8.63,38.9,1.03,0.0979,2.25,22.3,9.62,40
KHM,2014,21,8.86,37.9,0.7,0.0804,1.49,21.7,9.53,38.6
KHM,2015,20.4,8.91,36.2,0.625,0.0739,1.32,21,9.52,36.8
KHM,2016,19.7,8.9,34.3,0.594,0.0769,1.24,20.3,9.49,34.9
KHM,2017,18.8,8.82,32.2,0.607,0.135,1.19,19.4,9.41,32.8
KHM,2018,17.8,8.69,29.9,0.436,0.0532,0.891,18.3,9.12,30.4
KHM,2019,16.7,8.39,27.5,0.559,0.144,1.05,17.2,8.94,28
KHM,2020,16.1,8.13,26.3,0.412,0.015,0.868,16.5,8.53,26.7
KHM,2021,16.7,8.68,27,0.112,0,0.415,16.8,8.78,27.1
KHM,Cumulative,452,373,532,34.6,22,47.2,487,407,567
KIR,2000,0,0,0,6.04e-09,2.59e-09,9.62e-09,6.04e-09,2.59e-09,9.62e-09
KIR,2001,0,0,0,6.16e-09,2.64e-09,9.82e-09,6.16e-09,2.64e-09,9.82e-09
KIR,2002,0,0,0,6.28e-09,2.7e-09,1e-08,6.28e-09,2.7e-09,1e-08
KIR,2003,0,0,0,6.41e-09,2.76e-09,1.02e-08,6.41e-09,2.76e-09,1.02e-08
KIR,2004,0,0,0,6.55e-09,2.82e-09,1.04e-08,6.55e-09,2.82e-09,1.04e-08
KIR,2005,0,0,0,6.68e-09,2.86e-09,1.06e-08,6.68e-09,2.86e-09,1.06e-08
KIR,2006,0,0,0,6.81e-09,2.93e-09,1.08e-08,6.81e-09,2.93e-09,1.08e-08
KIR,2007,0,0,0,6.94e-09,2.98e-09,1.11e-08,6.94e-09,2.98e-09,1.11e-08
KIR,2008,0,0,0,7.07e-09,3.04e-09,1.13e-08,7.07e-09,3.04e-09,1.13e-08
KIR,2009,0.112,0.0615,0.17,0.00201,0.00107,0.00308,0.114,0.0635,0.172
KIR,2010,0.117,0.0647,0.177,0.00141,0.000793,0.00208,0.118,0.0661,0.178
KIR,2011,0.149,0.0837,0.227,7.47e-09,3.22e-09,1.19e-08,0.149,0.0837,0.227
KIR,2012,0,0,0,7.59e-09,3.26e-09,1.21e-08,7.59e-09,3.26e-09,1.21e-08
KIR,2013,0.185,0.103,0.284,7.7e-09,3.31e-09,1.23e-08,0.185,0.103,0.284
KIR,2014,0,0,0,7.82e-09,3.37e-09,1.25e-08,7.82e-09,3.37e-09,1.25e-08
KIR,2015,0,0,0,7.94e-09,3.4e-09,1.26e-08,7.94e-09,3.4e-09,1.26e-08
KIR,2016,0,0,0,8.07e-09,3.48e-09,1.28e-08,8.07e-09,3.48e-09,1.28e-08
KIR,2017,0,0,0,8.19e-09,3.52e-09,1.3e-08,8.19e-09,3.52e-09,1.3e-08
KIR,2018,0,0,0,8.31e-09,3.58e-09,1.32e-08,8.31e-09,3.58e-09,1.32e-08
KIR,2019,0,0,0,8.45e-09,3.63e-09,1.35e-08,8.45e-09,3.63e-09,1.35e-08
KIR,2020,0,0,0,8.6e-09,3.7e-09,1.37e-08,8.6e-09,3.7e-09,1.37e-08
KIR,2021,0.177,0.0942,0.276,8.77e-09,3.77e-09,1.4e-08,0.177,0.0942,0.276
KIR,Cumulative,0.739,0.572,0.906,0.00342,0.00223,0.00462,0.742,0.576,0.909
KNA,2000,0,0,0,3.09e-09,1.73e-09,4.79e-09,3.09e-09,1.73e-09,4.79e-09
KNA,2001,0,0,0,3.13e-09,1.75e-09,4.84e-09,3.13e-09,1.75e-09,4.84e-09
KNA,2002,0,0,0,3.14e-09,1.76e-09,4.87e-09,3.14e-09,1.76e-09,4.87e-09
KNA,2003,0,0,0,3.16e-09,1.77e-09,4.9e-09,3.16e-09,1.77e-09,4.9e-09
KNA,2004,0,0,0,3.17e-09,1.77e-09,4.91e-09,3.17e-09,1.77e-09,4.91e-09
KNA,2005,0,0,0,3.18e-09,1.78e-09,4.93e-09,3.18e-09,1.78e-09,4.93e-09
KNA,2006,0,0,0,3.19e-09,1.78e-09,4.94e-09,3.19e-09,1.78e-09,4.94e-09
KNA,2007,0,0,0,3.2e-09,1.79e-09,4.95e-09,3.2e-09,1.79e-09,4.95e-09
KNA,2008,0,0,0,3.21e-09,1.79e-09,4.97e-09,3.21e-09,1.79e-09,4.97e-09
KNA,2009,0.000936,0.000187,0.00189,3.69e-09,2.27e-09,5.45e-09,0.000936,0.000187,0.00189
KNA,2010,9.57e-05,0,0.000566,3.7e-09,2.27e-09,5.47e-09,9.57e-05,2.43e-09,0.000566
KNA,2011,2.47e-07,0,0,3.71e-09,2.29e-09,5.49e-09,2.5e-07,2.29e-09,5.55e-09
KNA,2012,9.35e-05,0,0.000557,3.72e-09,2.29e-09,5.5e-09,9.35e-05,2.45e-09,0.000557
KNA,2013,0,0,0,3.25e-09,1.81e-09,5.04e-09,3.25e-09,1.81e-09,5.04e-09
KNA,2014,0,0,0,3.25e-09,1.82e-09,5.04e-09,3.25e-09,1.82e-09,5.04e-09
KNA,2015,0,0,0,3.25e-09,1.81e-09,5.04e-09,3.25e-09,1.81e-09,5.04e-09
KNA,2016,0,0,0,3.25e-09,1.82e-09,5.04e-09,3.25e-09,1.82e-09,5.04e-09
KNA,2017,2.47e-07,0,0,3.73e-09,2.29e-09,5.51e-09,2.51e-07,2.29e-09,5.57e-09
KNA,2018,0,0,0,3.25e-09,1.82e-09,5.03e-09,3.25e-09,1.82e-09,5.03e-09
KNA,2019,0,0,0,3.24e-09,1.82e-09,5.03e-09,3.24e-09,1.82e-09,5.03e-09
KNA,2020,0,0,0,3.24e-09,1.81e-09,5.02e-09,3.24e-09,1.81e-09,5.02e-09
KNA,2021,0,0,0,3.24e-09,1.81e-09,5.02e-09,3.24e-09,1.81e-09,5.02e-09
KNA,Cumulative,0.00113,0.00016,0.00209,7.3e-08,6.55e-08,8.05e-08,0.00113,0.00016,0.00209
KOR,2000,5.67,2.9,8.6,0.379,0.2,0.614,6.05,3.27,8.98
KOR,2001,13.1,8.28,18.1,0.594,0.312,0.965,13.6,8.86,18.7
KOR,2002,12,7.48,16.7,0.495,0.255,0.81,12.5,7.97,17.2
KOR,2003,12.8,8.09,17.9,0.457,0.232,0.752,13.3,8.54,18.3
KOR,2004,12.3,7.8,17,0.335,0.145,0.58,12.6,8.13,17.4
KOR,2005,15.9,10.4,21.8,0.342,0.148,0.593,16.3,10.7,22.2
KOR,2006,15.8,10.3,21.6,0.276,0.119,0.478,16.1,10.6,21.8
KOR,2007,16.2,10.7,21.9,0.229,0.0986,0.397,16.4,11,22.2
KOR,2008,15.7,10.4,21.2,0.215,0.0925,0.372,15.9,10.6,21.4
KOR,2009,16.9,11.3,22.9,0.231,0.0997,0.401,17.2,11.6,23.1
KOR,2010,17.2,11.4,23.2,0.242,0.104,0.42,17.4,11.7,23.4
KOR,2011,18.2,12.2,24.5,0.249,0.107,0.431,18.4,12.4,24.8
KOR,2012,16.8,11.1,22.7,0.23,0.0989,0.398,17,11.4,23
KOR,2013,16.2,10.8,21.9,0.203,0.0876,0.353,16.4,11,22.1
KOR,2014,15.6,10.4,21.1,0.197,0.0846,0.341,15.8,10.6,21.3
KOR,2015,14.6,9.66,19.7,0.19,0.0815,0.329,14.7,9.85,19.9
KOR,2016,14.1,9.39,19.2,0.197,0.0849,0.343,14.3,9.59,19.4
KOR,2017,13.2,8.83,17.8,0.194,0.0829,0.336,13.4,9.03,18
KOR,2018,12.2,8.09,16.5,0.188,0.0807,0.326,12.4,8.28,16.7
KOR,2019,10.8,7.19,14.7,0.176,0.0756,0.305,11,7.37,14.8
KOR,2020,8.58,5.59,11.8,0.149,0.0641,0.259,8.73,5.73,11.9
KOR,2021,7.82,5.04,10.8,0.128,0.0524,0.226,7.95,5.17,10.9
KOR,Cumulative,302,278,325,5.9,5.06,6.73,307,284,331
KWT,2000,0.231,0.155,0.315,0.00199,0,0.00653,0.233,0.157,0.317
KWT,2001,0.22,0.146,0.302,0.00136,0,0.0054,0.221,0.148,0.303
KWT,2002,0.257,0.171,0.354,0.00202,0,0.00662,0.259,0.172,0.356
KWT,2003,0.249,0.167,0.341,0.00271,0,0.00787,0.252,0.17,0.344
KWT,2004,0.243,0.162,0.335,0.00141,0,0.00558,0.245,0.163,0.336
KWT,2005,0.225,0.149,0.31,0.00208,0,0.00682,0.227,0.151,0.312
KWT,2006,0.299,0.202,0.406,0.00143,0,0.00567,0.3,0.204,0.408
KWT,2007,0.289,0.193,0.398,0.00144,0,0.00571,0.291,0.194,0.399
KWT,2008,0.405,0.275,0.55,0.00167,0.00108,0.0023,0.406,0.277,0.551
KWT,2009,0.414,0.279,0.565,0.0218,0.0164,0.0272,0.436,0.301,0.587
KWT,2010,0.42,0.283,0.574,0.0222,0.0167,0.0277,0.442,0.305,0.597
KWT,2011,0.305,0.207,0.414,0.0156,0.0117,0.0195,0.32,0.223,0.429
KWT,2012,0.338,0.229,0.46,0.0175,0.0131,0.0219,0.355,0.246,0.478
KWT,2013,0.353,0.244,0.475,0.00157,0.000156,0.00364,0.354,0.245,0.476
KWT,2014,0.364,0.252,0.489,0.00159,0.000159,0.0037,0.365,0.253,0.491
KWT,2015,0.358,0.244,0.486,0.00165,0.000161,0.00383,0.36,0.246,0.488
KWT,2016,0.403,0.275,0.547,0.00197,0.000193,0.0046,0.405,0.277,0.549
KWT,2017,0.474,0.323,0.641,0.00246,0.000238,0.00574,0.476,0.326,0.644
KWT,2018,0.406,0.278,0.55,0.0022,0.000209,0.00512,0.409,0.28,0.552
KWT,2019,0.373,0.254,0.508,0.00222,0.000208,0.00518,0.375,0.256,0.51
KWT,2020,0.318,0.215,0.434,0.00192,0.000178,0.0045,0.32,0.217,0.436
KWT,2021,0.341,0.231,0.464,0.00198,0.000215,0.00458,0.343,0.233,0.466
KWT,Cumulative,7.29,6.74,7.83,0.111,0.0955,0.126,7.4,6.85,7.94
LAO,2000,1.93,0,9.51,0.216,0.0143,0.592,2.15,0.0332,9.72
LAO,2001,1.9,0,9.09,0.196,0.00408,0.549,2.1,0.0237,9.29
LAO,2002,1.88,0,8.68,0.19,0,0.542,2.07,0.0159,8.88
LAO,2003,1.85,0,8.28,0.195,0,0.566,2.04,0.0109,8.48
LAO,2004,1.89,0,8,0.206,0,0.605,2.1,0.00889,8.22
LAO,2005,1.97,0,7.75,0.237,0,0.68,2.21,0.0216,7.99
LAO,2006,1.99,0,7.45,0.274,0,0.765,2.26,0.0395,7.73
LAO,2007,1.93,0,7.08,0.308,0,0.839,2.23,0.0555,7.4
LAO,2008,1.92,0,6.82,0.326,0,0.878,2.25,0.068,7.16
LAO,2009,1.82,0,6.41,0.345,0.00221,0.912,2.16,0.077,6.78
LAO,2010,1.83,0,6.19,0.358,0.00654,0.934,2.18,0.0899,6.57
LAO,2011,1.87,0,6.01,0.357,0,0.943,2.23,0.0955,6.39
LAO,2012,1.78,0,5.69,0.342,0,0.929,2.12,0.0761,6.06
LAO,2013,1.76,0,5.47,0.313,0,0.879,2.07,0.0607,5.81
LAO,2014,1.76,0,5.19,0.566,0.213,1.02,2.32,0.355,5.77
LAO,2015,1.78,0,5.04,0.541,0.204,0.968,2.32,0.356,5.6
LAO,2016,1.94,0,5.09,0.373,0.109,0.699,2.31,0.263,5.48
LAO,2017,2.19,0,5.16,0.235,0,0.542,2.43,0.208,5.41
LAO,2018,2.47,0.195,5.24,0.297,0.0369,0.604,2.77,0.495,5.55
LAO,2019,2.6,0.433,5.24,0.267,0.0564,0.516,2.86,0.686,5.51
LAO,2020,3.03,1.03,5.54,0.308,0.109,0.55,3.33,1.33,5.85
LAO,2021,2.31,0.172,4.9,0.244,0.0221,0.504,2.56,0.419,5.15
LAO,Cumulative,44.4,26.8,61.9,6.7,4.99,8.41,51.1,33.4,68.7
LBN,2000,0.22,0.122,0.333,0.00344,0.000615,0.00764,0.223,0.126,0.337
LBN,2001,0.2,0.116,0.297,0.00258,0.000444,0.00574,0.203,0.118,0.299
LBN,2002,0.185,0.113,0.263,0.00188,0.000303,0.00419,0.187,0.115,0.265
LBN,2003,0.155,0.0963,0.219,0.00149,0.00022,0.00334,0.157,0.0977,0.22
LBN,2004,0.157,0.0971,0.221,0.00151,0.000195,0.00341,0.158,0.0986,0.222
LBN,2005,0.154,0.0955,0.216,0.00161,0.000186,0.00367,0.155,0.0971,0.218
LBN,2006,0.148,0.0922,0.207,0.00174,0.000182,0.00395,0.15,0.0939,0.209
LBN,2007,0.19,0.117,0.27,0.00239,8.6e-05,0.00562,0.193,0.119,0.273
LBN,2008,0.213,0.13,0.305,0.00298,0.000309,0.00682,0.216,0.133,0.308
LBN,2009,0.204,0.125,0.29,0.00301,0.00033,0.00687,0.207,0.128,0.293
LBN,2010,0.205,0.126,0.292,0.00316,0.00034,0.00721,0.208,0.129,0.296
LBN,2011,0.191,0.118,0.27,0.00308,0.000349,0.00702,0.194,0.121,0.273
LBN,2012,0.234,0.142,0.336,0.00297,0,0.00789,0.237,0.145,0.339
