year,ghiv,hincome,iso3,g.whoregion,newinc,c.newinc,newrel.hivpos,newrel.hivtest,newrel.art,hivtest.f,hivtest.p,hivtest.pos.f,hivtest.pos.p,hiv.art.f,hiv.art.p,newrel.tbhiv.flg,c.notified,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.sentin.prev,tbhiv.sentin.yr,hivtest.coverage,tbhiv.surv,tbhiv.surv.lo,tbhiv.surv.hi,tbhiv.sentin,tbhiv.sentin.lo,tbhiv.sentin.hi,tbhiv.routine,tbhiv.routine.ok,tbhiv.routine.sd,tbhiv.surv.sd,tbhiv.sentin.sd,tbhiv,tbhiv.sd,itbhiv,inc,inc.sd,source.inc,pop,inc.hat,newinc.hat,mort.hat,mort.nh.hat,mort.h.hat,g.income,g.gbd,g.mdr,g.hbc,g.hbmdr,g.hbtbhiv,imp.newinc,inc.md,inc.md.lo,inc.md.hi,inc.lo,inc.hi,inc.rmd,inc.rmd.lo,inc.rmd.hi,hiv.num,hiv.lo.num,hiv.hi.num,mort.hiv.num,mort.hiv.lo.num,mort.hiv.hi.num,hiv,hiv.lo,hiv.hi,hiv.sd,mort.hiv,mort.hiv.lo,mort.hiv.hi,mort.hiv.sd,inc.h,inc.h.sd,inc.nh,inc.nh.sd,otbhiv,otbhiv.sd,inc.h.md,inc.h.md.lo,inc.h.md.hi,inc.h.lo,inc.h.hi,inc.h.rmd,inc.h.rmd.lo,inc.h.rmd.hi,fi.h,fi.h.sd,fi.nh,fi.nh.sd,irr,irr.sd,e.irr,e.tbhiv,e.tbhiv.sd,inc.nh.lo,inc.nh.hi,tbhiv.lo,tbhiv.hi
2009,FALSE,FALSE,BGR,EUR,34.7752737979773,2655,,,,1155,1155,1,1,0,0,,2910,,,,,0.396907216494845,,,,,,,0.000865800865800866,,,,,0.00590884935107929,0.00247254120029506,,44.4068509183571,12.2481635194437,"Case notifications,
Standard adjustment",7634735,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,34.7752737979773,,,,23.7390791943606,71.4355260192168,,,,1887,1641.06393759775,2149.85214117331,96,77.9378358837531,115.916332581581,0.000247159855581104,0.000214947072504515,0.000281588311994235,1.70003161963573e-05,1.25741102998336,1.02083223430483,1.5182757827427,0.126898864397416,0.262393392232409,0.134946146445487,44.1444575261247,12.1763236788853,0.00590884935107929,0.00247254120029506,,,,0.0680428607973451,0.58546874276045,,,,0.0106665700046973,0.00550848772705966,0.000441553709740023,0.000121793339444426,36.5742615090902,15.621157942262,33.2485131751171,0.00910646448411084,0.00391757629013251,23.5980672747195,71.0147307854652,0.00209680423187527,0.0116453820599335
2010,FALSE,FALSE,BGR,EUR,31.7691421264752,2412,,,,1773,1773,2,2,2,2,,2649,,,,,0.669309173272933,,,,,,,0.00112803158488438,0.00112803158488438,0.000860699433321051,,,0.00112803158488438,0.000860699433321051,0.00112803158488438,40.6060004490229,10.2412142734408,"Case notifications,
Standard adjustment",7592273,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,31.7691421264752,,,,23.0782330499047,63.0019077979006,,,,1984,1730.63040830598,2254.42082884119,86,68.9463921428612,104.909795560815,0.000261318316662217,0.000227946282793833,0.000296936217762611,1.75994732063209e-05,1.13273060649953,0.908112657999274,1.38179693434121,0.120837825597432,0.045804851042327,0.0378500648161646,40.5601955979806,10.2297253601784,0.00112803158488438,0.000860699433321051,,,,0.00313294105936114,0.144115657540189,,,,0.0017607879928866,0.00145323037009034,0.000405707975030595,0.000102323992984576,36.1435994961895,15.4372187717723,32.8570118564537,0.0095801003921611,0.00411924506850909,23.0521087060315,62.9309931664337,0.000105353797647761,0.00333127575593509
2011,FALSE,FALSE,BGR,EUR,28.7811558331886,2171,,,,1698,1698,5,5,5,5,,2406,,,,,0.70573566084788,,,,,,,0.00294464075382803,0.00294464075382803,0.00127315260261498,,,0.00294464075382803,0.00127315260261498,0.00294464075382803,36.7783980054894,8.40149627672727,"Case notifications,
Standard adjustment",7543130,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,28.7811558331886,,,,22.1965669653928,54.9806362569799,,,,2083,1818.92439927472,2364.70857444096,89,71.4658892483537,108.428780392386,0.000276145313682782,0.000241136557274595,0.000313491690377995,1.84579421182142e-05,1.17988156110262,0.947430168223982,1.43745077166092,0.12500525597881,0.108299169627472,0.0540276323508873,36.6700988358619,8.37689458660192,0.00294464075382803,0.00127315260261498,,,,0.0296220136901843,0.237036583513957,,,,0.00393933992216347,0.0019739760529017,0.000366802279214075,8.37920849311976e-05,37.1064073628199,15.8484416682059,33.732270268187,0.0099409191724724,0.00427361293939215,22.1310007178947,54.8190652518273,0.00100132055564,0.00591335735309064
2012,FALSE,FALSE,BGR,EUR,27.7898558079063,2081,,,,1513,1513,3,3,3,3,,2280,,,,,0.66359649122807,,,,,,,0.00198281559814937,0.00198281559814937,0.00111993259754209,,,0.00198281559814937,0.00111993259754209,0.00198281559814937,35.4683326590771,7.8136250819885,"Case notifications,
Standard adjustment",7488344,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,27.7898558079063,,,,21.8425119184643,52.3422175475181,,,,2184,1901.27584730719,2486.0290647812,90,71.5562577075377,110.526607715908,0.000291653268065677,0.0002538980377113,0.000331986493246197,1.99205243711473e-05,1.20186786290801,0.955568516985033,1.47598197566655,0.132758535377938,0.0703271632367689,0.0435253518366052,35.3980054958403,7.79823818179308,0.00198281559814937,0.00111993259754209,,,,0.012345127486527,0.177735209893719,,,,0.0024225770605078,0.00150142696649045,0.000354083324657758,7.80051325887728e-05,36.4381190942554,15.5630104342324,33.1247503789168,0.0101915904748644,0.0043813073680524,21.799041943165,52.2386829082093,0.000427857392026591,0.00470385070254045
2013,FALSE,FALSE,BGR,EUR,25.9716946207776,1930,,,,1393,1393,4,4,,,,1932,,,,,0.721014492753623,,,,,,,0.00287150035893755,0.00287150035893755,0.0014317581766826,,,0.00287150035893755,0.0014317581766826,0.00287150035893755,33.0928608308373,6.8020473141427,"Case notifications,
Standard adjustment",7431167,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,25.9716946207776,,,,21.1298276931341,47.695366696852,,,,2289,1988.07860877343,2610.81109947958,90,71.1120758475009,111.078800411442,0.000308026989569741,0.000267532489684787,0.000351332583358654,2.13775749168027e-05,1.21111529319688,0.956943584332056,1.49476926586957,0.137200428963651,0.0950261617540194,0.0521661271566954,32.9978346690832,6.78268771847197,0.00287150035893755,0.0014317581766826,,,,0.0217736905994631,0.221221360535823,,,,0.00309985380114746,0.00170703713099544,0.000330080020396725,6.7847776498112e-05,33.9229402477302,14.4887575472715,30.8382802339029,0.0102188259600196,0.00439431710742945,21.0688869188708,47.5588117246154,0.000784814625015927,0.00628140322603577
2014,FALSE,FALSE,BGR,EUR,24.7553593996642,1825,,,,,1377,,3,,,,1872,,,,,0.735576923076923,,,,,,,0.00217864923747277,0.00217864923747277,0.00127671938123111,,,0.00217864923747277,0.00127671938123111,0.00217864923747277,31.4844165766816,6.15690315845657,"Case notifications,
Standard adjustment",7372141,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,24.7553593996642,,,,20.5941442665966,44.6484054102908,,,,2398,2077.00965842369,2741.7087057528,91,71.6612542963213,112.613842662278,0.000325278640221341,0.000281737646963574,0.000371901284274514,2.30009278854441e-05,1.23437682485997,0.972054852129406,1.52755953341476,0.141710377878917,0.0685935001670624,0.0430986977052265,31.4158230765146,6.14362595687176,0.00217864923747277,0.00127671938123111,,,,0.011595102976226,0.175222942878476,,,,0.00211930531975714,0.00133334205403962,0.000314260453144331,6.14562503995023e-05,31.0166074828749,13.2474397111945,28.1962243389519,0.0100783677730405,0.0043359374690648,20.5490629242205,44.5514481654192,0.000433862277152868,0.00529946169886568
2015,FALSE,FALSE,BGR,EUR,22.1500063002334,1619,,,,,,,,,,,1660,,,,,,,,,,,,,,,,,0.00898172366003598,0.00367251532675495,0.00108932461873638,28.1086578277352,4.90739753282731,"Case notifications,
Standard adjustment",7309253,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,22.1500063002334,,,,19.3253726536959,38.5108859212946,,,,2507,2170.59455269295,2867.27727378972,93,73.1926292718508,115.143399125952,0.000342989906082058,0.000296965305851767,0.000392280479795913,2.43150953939148e-05,1.27235984306467,1.00136948703035,1.57531007786914,0.146413416030301,0.252464197063224,0.113683363782783,27.8561936306719,4.86444948831303,0.00898172366003598,0.00367251532675495,,,,0.0811643934014817,0.519216829992247,,,,0.00739768082382707,0.00335530520164801,0.000278657513185801,4.86611856505045e-05,28.394080140347,12.1273374279168,25.8121670455881,0.00988664232346272,0.00425556819291869,19.1499761188737,38.1675603010335,0.00327976195059792,0.0174714509108599
2016,FALSE,FALSE,BGR,EUR,21.0461670099607,1525,0,1204,0,,,,,,,1,1603,,,,,0.751091703056769,,,,,,,0,0,0.000616330121316551,,,0,0.000616330121316551,0,26.6535774588965,4.41247278438872,"Case notifications,
Standard adjustment",7245975,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,21.0461670099607,,,,18.7162936209344,35.9715049568623,,,,2620,2272.34752052538,2992.02687061101,91,71.2193492736999,113.167913550982,0.000361580049613751,0.000313601347027195,0.00041292260470275,2.53370555294784e-05,1.25586963797143,0.982881520757385,1.56180380902477,0.147684257211067,0,0.016650989589864,26.6535774588965,4.4125042015193,0,0.000616330121316551,,,,0,0.0326359395961334,,,,0,0.000460506314097003,0.000266632183638384,4.41410030384185e-05,27.5774962998481,11.7785679758702,25.0698363064516,0.00984062780982713,0.00423654202031256,18.7162422952143,35.9715759038067,0,0.00120800703778044
2017,FALSE,FALSE,BGR,EUR,19.6033987392564,1408,3,1158,3,,,,,,,1,1463,,,,,0.791524265208476,,,,,,,0.00259067357512953,0.00259067357512953,0.00165386966620178,,,0.00259067357512953,0.00165386966620178,0.00259067357512953,24.7801745087471,3.81399169996117,"Case notifications,
Standard adjustment",7182428,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,19.6033987392564,,,,17.8752638576929,32.7949088339128,,,,2736,2366.38439389332,3132.03367031893,84,64.3229404273026,106.262827484945,0.000380929680046915,0.000329468585538668,0.000436068926875276,2.71939646266857e-05,1.16952094751246,0.895559836134836,1.47948336530411,0.148960083971753,0.0641973432869097,0.0426267547932972,24.7159771654602,3.80433687939318,0.00259067357512953,0.00165386966620178,,,,0.00936913872524658,0.17066896404159,,,,0.00169386939176195,0.00112546785413821,0.00024725395820871,3.80578667591259e-05,25.3060328048184,10.8084078536454,23.0049201379454,0.00977844120625099,0.00421008222749005,17.8285806869935,32.7104541135391,0.000419092803422518,0.0066922018784733
2018,FALSE,FALSE,BGR,EUR,18.1245171186064,1290,0,1118,0,,,,,,,1,1358,,,,,0.823269513991163,,,,,,,0,0,0.000728446868510806,,,0,0.000728446868510806,0,22.8671182892985,3.24783456387541,"Case notifications,
Standard adjustment",7117431,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,18.1245171186064,,,,16.9488800093297,29.6577142591853,,,,2855,2467.59775813799,3270.22311453448,72,53.8328659037771,92.767810151757,0.000401127878865282,0.000346697812474472,0.00045946678155847,2.87675941540812e-05,1.0116009554571,0.756352480322986,1.30338896368306,0.139550123306142,0,0.0168246553521745,22.8671182892985,3.24787814169982,0,0.000728446868510806,,,,0,0.032976324490262,,,,0,0.000419433707768416,0.000228762946277783,3.24918154567409e-05,25.3066041947972,10.8086518988493,23.0054395706408,0.00971830375417042,0.00418409038356136,16.9488067365801,29.657810907444,0,0.00142775586228118
2019,FALSE,FALSE,BGR,EUR,18.2629444290363,1288,1,1152,1,,,,,,,1,1344,,,,,0.857142857142857,,,,,,,0.000868055555555556,0.000868055555555556,0.00109655213218034,,,0.000868055555555556,0.00109655213218034,0.000868055555555556,20.5358609325924,2.6193700169123,"Case notifications,
Standard adjustment",7052532,,,,,,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,18.2629444290363,,,,15.7253057368958,25.9784380481097,,,,2976,2580.5637111277,3399.2002878863,61,44.7628582653937,79.7109141244046,0.00042197610730444,0.000365905991086279,0.000481982965534406,2.96114730735018e-05,0.864937585536655,0.634706205734248,1.13024533776528,0.126413043885468,0.0178262681706531,0.0228146704644548,20.5180346644218,2.61719471266155,0.000868055555555556,0.00109655213218034,,,,5.78959254418833e-05,0.0817950797655896,,,,0.000424527590834865,0.000541474708080833,0.000205266964578951,2.61829964313442e-05,23.6849258903392,10.116020198844,21.531222723961,0.00965634894099655,0.00415697214879178,15.7114869355763,25.9561032498876,3.20286039702931e-06,0.00393702321627615
2020,FALSE,FALSE,BGR,EUR,12.7092385561331,887,1,781,1,,,,,,,1,930,,,,,0.839784946236559,,,,,,,0.00128040973111396,0.00128040973111396,0.00159100524149108,,,0.00128040973111396,0.00159100524149108,0.00128040973111396,18.7961364869467,2.49454821926186,Current trends,6979175,18.7961364869467,17.4586033124476,1.40341750929268,1.40943988401156,0.00584027810382326,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,12.7092385561331,,,,14.227554496514,23.9909451663054,,,,3095,2690.15490127719,3527.7943763572,57,41.7074787252645,74.6439973616991,0.000443462157060111,0.000385454570386498,0.000505474411568302,3.06173064239295e-05,0.81671544272783,0.597598981616946,1.06952465530237,0.120389202470771,0.0245480911865366,0.0309253497677687,18.7720697308815,2.49153680955669,0.00128040973111396,0.00159100524149108,,,,9.41808239242919e-05,0.111043557365793,,,,0.00055619414174344,0.000698408117485133,0.00018780398144366,2.49264226842464e-05,21.7393734056114,9.28505926088114,19.762582025494,0.00959274301926206,0.00412875665904916,14.2090269550143,23.9606290985777,5.57079260446108e-06,0.00572192804797791
2021,FALSE,FALSE,BGR,EUR,,,0,478,0,,,,,,,1,,,,,,,,,,,,,0,,,,,0.00128040973111396,0.00159100524149108,,17.1181239683088,2.49454821926186,Current trends,6885868,17.1181239683088,16.8107312228125,1.40823232880027,1.42029640714266,0.00584027810382326,UMC,EUR_CENT,EEU,FALSE,FALSE,FALSE,12.4909497135785,,,,12.5816917607015,22.3419990300601,,,,3208,2783.99291093759,3661.6066869476,59,42.806898756771,77.750454166389,0.000465881716001527,0.000404305297594667,0.000531756735236227,3.25131218473367e-05,0.85682734551403,0.621663075109355,1.12913076704911,0.129456043862182,0.0219182125074376,0.0277074030844223,17.0962057558013,2.49150619621704,,,,,,8.11328012946563e-05,0.0994554259043865,,,,0.000472758697159572,0.000595636041118925,0.000171041742959624,2.49266754651358e-05,20.4194612131798,8.72131426707541,18.5626912796712,0.00952717676038726,0.00409930922667553,12.5653276411797,22.3137303227981,5.57079260446108e-06,0.00572192804797791
2000,FALSE,TRUE,BHR,EMR,29.0958363436513,207,,,,,,,,,,,207,,,,,,,,,,,,,,,,,0.030847295446444,0.0123761742403195,,33.460211795199,2.56073049453054,"Case notifications,
Standard adjustment",711442,,,,,,HIC,NAFR_MDEAST,EMR,FALSE,FALSE,FALSE,29.0958363436513,,,,28.6293262641742,38.6620525527826,,,,192,170.151880006385,215.148046284309,15,13.0657472263607,17.0658148435233,0.000269874424057056,0.000239164794890356,0.000302411224364473,1.61342932331931e-05,2.10839393794575,1.83651614978603,2.39876403747928,0.143430583595217,1.10488838281488,0.452555830014122,32.3553234123842,2.69355955169304,0.030847295446444,0.0123761742403195,,,,0.403800593399771,2.15261494841747,,,,0.0410871632900594,0.0169468128327023,0.000347224808612016,2.69428672903152e-05,162.730402160044,69.503448853453,147.933100955862,0.0429326965278624,0.0179026980992205,27.2914623331004,37.8436096426743,0.0114503311206579,0.0592932005399384
2001,FALSE,TRUE,BHR,EMR,25.7443612317308,188,,,,,,,,,,,188,,,,,,,,,,,,,,,,,0.0281587778923692,0.0112990101645561,,29.6060154164904,2.2657664859559,"Case notifications,
Standard adjustment",730257,,,,,,HIC,NAFR_MDEAST,EMR,FALSE,FALSE,FALSE,25.7443612317308,,,,25.3315935092125,34.2086757383848,,,,202,180.591345105416,224.589975072514,11,9.09038131197815,13.0889633699116,0.000276614945149447,0.000247298341687127,0.000307549225919798,1.53701235287426e-05,1.50631900823957,1.24481946930713,1.79237766565902,0.139683213355073,0.872758623801911,0.357522337726533,28.7332567926884,2.33181534439489,0.0281587778923692,0.0112990101645561,,,,0.318913891132393,1.70048487662877,,,,0.0316488049358719,0.0130432687487838,0.000301297696924991,2.33246058383699e-05,141.705103278658,60.5233765004468,128.819661667558,0.0372841721496032,0.0155911986896028,24.3447195171284,33.4799923744157,0.0104601726411079,0.0541397482687243
2002,FALSE,TRUE,BHR,EMR,25.5237036363928,191,,,,,,,,,,,191,,,,,,,,,,,,,,,,,0.0252122898669595,0.0101208948042839,,29.3522591818517,2.24634636595804,"Case notifications,
Standard adjustment",748324,,,,,,HIC,NAFR_MDEAST,EMR,FALSE,FALSE,FALSE,25.5237036363928,,,,25.1144741969856,33.9154700364785,,,,211,188.6192373671,234.616774012599,12,10.0826533937576,14.0817660129335,0.000281963427606224,0.000252055576684832,0.000313522984713305,1.56804612317533e-05,1.60358347453777,1.34736469681016,1.88177393922065,0.136328888370023,0.753309501493275,0.308713924931718,29.1253530661809,2.24951936541277,0.0252122898669595,0.0101208948042839,,,,0.275127544849035,1.46807534084783,,,,0.0267991929902247,0.0110490715253912,0.000291335676739459,2.25015387289724e-05,122.112542456098,52.1552379660154,111.008679578931,0.0319748729179141,0.013411861484266,24.8831244665537,33.6964681552825,0.00937009614148858,0.0484957266796098
2003,FALSE,TRUE,BHR,EMR,33.5365226866224,261,,,,,,3,,0,,,261,,,,,,,,,,,,,,,,,0.0220950904570161,0.00887600443992591,,38.5670010896158,2.95155620583794,"Case notifications,
Standard adjustment",778256,,,,,,HIC,NAFR_MDEAST,EMR,FALSE,FALSE,FALSE,33.5365226866224,,,,32.9988017675006,44.5627501378812,,,,221,198.122179617745,245.109183835314,12,9.63025263989918,14.6264868829426,0.000283968257231554,0.000254571991244198,0.000314946731969061,1.54017195726691e-05,1.54190908904011,1.23741450626775,1.87939275546127,0.163769961528957,0.851646753426623,0.349258026328702,37.6929681728359,2.90500097389697,0.0220950904570161,0.00887600443992591,,,,0.310768225149645,1.66036239236873,,,,0.0300791381969334,0.0124062913771742,0.000377036748286145,2.90582619433747e-05,104.328501933044,44.5595328335097,94.8417665302396,0.0270364051945912,0.0113780320183785,32.2141217724469,43.5955880818521,0.0082127561200977,0.0425259333765322
2004,FALSE,TRUE,BHR,EMR,29.2758662476858,244,,,,150,,5,,0,,,244,,,,,0.614754098360656,,,,,,,0.0333333333333333,0.0333333333333333,0.0125814658663663,,,0.0333333333333333,0.0125814658663663,0.0333333333333333,33.6672461848387,2.57657496312541,"Case notifications,
Standard adjustment",833451,,,,,,HIC,NAFR_MDEAST,EMR,FALSE,FALSE,FALSE,29.2758662476858,,,,28.8064692645356,38.9012728416335,,,,230,206.623436392088,254.610622521016,13,11.0762658244516,15.0754981035919,0.000275961034301957,0.000247913118338196,0.00030548961189202,1.46878810086285e-05,1.55977975909802,1.32896424918221,1.80880436925409,0.12240819389589,1.12711675820976,0.43529957174373,32.6863859880829,2.53763532631802,0.0333333333333333,0.0125814658663663,,,,0.442184640999485,2.12690723570803,,,,0.0409590327771081,0.015923040067207,0.000326954086539274,2.53833585354497e-05,86.0139475220261,36.7372410006162,78.1925799573324,0.0225604387693747,0.00952883357760807,27.9017978950634,37.84389090385,0.0132983440169947,0.0620097442727644
2005,FALSE,TRUE,BHR,EMR,31.0448476086043,280,,,,128,129,6,4,0,0,,280,,,,,0.457142857142857,,,,,,,0.046875,,,,,0.015349290665639,0.00618627372870185,0.0337164750957854,35.701574749895,2.73226337371645,"Case notifications,
Standard adjustment",901921,,,,,,HIC,NAFR_MDEAST,EMR,FALSE,FALSE,FALSE,31.0448476086043,,,,30.5470835393935,41.2518611447452,,,,238,213.653764024676,263.640250369217,14,11.61145587484,16.6086200810201,0.000263881204673137,0.000236887448041099,0.000292309692721665,1.4138327724634e-05,1.55224238043022,1.28741385053014,1.84147171215884,0.14134129123181,0.555860392971742,0.228676986666873,35.6582165360745,2.73817915372532,0.015349290665639,0.00618627372870185,,,,0.202027985375043,1.0855984746305,,,,0.0211252662105677,0.00873909118227218,0.000356676285599983,2.7389019449058e-05,70.9976276475109,30.3236513670147,64.541714879291,0.018432955187723,0.00781609996553764,30.4932542943059,41.2211721212523,0.00569498374047655,0.0296090616137463
