year,ghiv,hincome,iso3,g.whoregion,newinc,c.newinc,newrel.hivpos,newrel.hivtest,newrel.art,hivtest.f,hivtest.p,hivtest.pos.f,hivtest.pos.p,hiv.art.f,hiv.art.p,newrel.tbhiv.flg,c.notified,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.sentin.prev,tbhiv.sentin.yr,hivtest.coverage,tbhiv.surv,tbhiv.surv.lo,tbhiv.surv.hi,tbhiv.sentin,tbhiv.sentin.lo,tbhiv.sentin.hi,tbhiv.routine,tbhiv.routine.ok,tbhiv.routine.sd,tbhiv.surv.sd,tbhiv.sentin.sd,tbhiv,tbhiv.sd,itbhiv,inc,inc.sd,source.inc,pop,inc.hat,newinc.hat,mort.hat,mort.nh.hat,mort.h.hat,g.income,g.gbd,g.mdr,g.hbc,g.hbmdr,g.hbtbhiv,imp.newinc,inc.md,inc.md.lo,inc.md.hi,inc.lo,inc.hi,inc.rmd,inc.rmd.lo,inc.rmd.hi,hiv.num,hiv.lo.num,hiv.hi.num,mort.hiv.num,mort.hiv.lo.num,mort.hiv.hi.num,hiv,hiv.lo,hiv.hi,hiv.sd,mort.hiv,mort.hiv.lo,mort.hiv.hi,mort.hiv.sd,inc.h,inc.h.sd,inc.nh,inc.nh.sd,otbhiv,otbhiv.sd,inc.h.md,inc.h.md.lo,inc.h.md.hi,inc.h.lo,inc.h.hi,inc.h.rmd,inc.h.rmd.lo,inc.h.rmd.hi,fi.h,fi.h.sd,fi.nh,fi.nh.sd,irr,irr.sd,e.irr,e.tbhiv,e.tbhiv.sd,inc.nh.lo,inc.nh.hi,tbhiv.lo,tbhiv.hi
2018,FALSE,FALSE,MLI,AFR,34.558528221059,6889,506,5017,484,,,,,,,0,7084,,,,,0.708215697346132,,,,,,,0.100857085907913,0.100857085907913,0.00366554939850307,,,0.100857085907913,0.00366554939850307,0.100857085907913,53.4132002784233,10.6102448009309,"Case notifications,
Expert opinion",19934298,,,,,,LIC,SSAFR_WEST,AFR,FALSE,FALSE,FALSE,34.558528221059,,,,34.6784615170397,76.1269913017608,,,,105977,87949.7371665835,125649.804803886,4873,3800.62386106673,6076.58139232861,0.00531631462517516,0.00441198065598214,0.00630319687223929,0.000482453116392129,24.4453052723502,19.0657522079118,30.4830468187473,2.91257515582537,5.38709972909751,1.08857667173271,48.0261005493258,9.54221452981685,0.100857085907913,0.00366554939850307,,,,3.46882254133744,7.72080435905565,,,,0.010216598265082,0.0022446274930351,0.000482827983949937,9.59324366391197e-05,25.3066041947972,10.8086518988493,23.0054395706408,0.113381116366574,0.0449658894855591,31.1777138234425,68.4539697227495,0.0937856570779578,0.10815258649257
2019,FALSE,FALSE,MLI,AFR,33.6065420735237,6912,528,5377,502,,,,,,,1,7180,,,,,0.748885793871866,,,,,,,0.0981960200855496,0.0981960200855496,0.00361676868898523,,,0.0981960200855496,0.00361676868898523,0.0981960200855496,52.2721683608416,10.1617670895391,"Case notifications,
Expert opinion",20567424,,,,,,LIC,SSAFR_WEST,AFR,FALSE,FALSE,FALSE,33.6065420735237,,,,34.2859915596749,73.9882981331725,,,,106054,87572.5498548724,126268.15016771,4629,3522.84151361614,5883.8388542161,0.00515640655825445,0.00425782780842523,0.00613923018107225,0.000479949584858934,22.5064645917739,17.1282583254769,28.6075633692197,2.92839414381193,5.13291889427643,1.01626171823337,47.1392494665651,9.16594564498986,0.0981960200855496,0.00361676868898523,,,,3.33789982903199,7.30798075824746,,,,0.0100406906298422,0.00217780137417118,0.000473835894896196,9.21348231797226e-05,23.6849258903392,10.116020198844,21.531222723961,0.104865136892404,0.0420339050100346,30.9161385417338,66.7276936325346,0.0912206172732655,0.105396309724467
2020,FALSE,FALSE,MLI,AFR,32.613960395853,6922,513,5490,501,,,,,,,1,7141,,,,,0.768799887970872,,,,,,,0.0934426229508197,0.0934426229508197,0.00353554147220257,,,0.0934426229508197,0.00353554147220257,0.0934426229508197,51.1554905153771,10.2336713639661,Current trends,21224040,51.1554905153771,35.9190556146513,8.3095570158378,6.96976903465357,1.34463345987446,LIC,SSAFR_WEST,AFR,FALSE,FALSE,FALSE,32.613960395853,,,,33.100186274866,73.0757063586082,,,,105911,86342.0473059963,127437.43966502,4695,3517.73008673372,6039.54192271918,0.00499014325265124,0.00406812498025806,0.00600439123112376,0.000493945472159616,22.1211418749682,16.5742718480257,28.4561371101788,3.03108807707986,4.87570527633442,0.974565088620293,46.3753873032845,9.2792435900522,0.0934426229508197,0.00353554147220257,,,,3.15619125581476,6.9631337566505,,,,0.00986640380552515,0.00217933385248374,0.000466079792248745,9.32580927275161e-05,21.7393734056114,9.28505926088114,19.762582025494,0.0971095904261123,0.0392754059363056,30.004431255354,66.2516480795291,0.0866276556987556,0.10048489329703
2021,FALSE,FALSE,MLI,AFR,33.25727301409,7285,540,6284,518,,,,,,,1,7467,,,,,0.841569572786929,,,,,,,0.0859325270528326,0.0859325270528326,0.00331861398422084,,,0.0859325270528326,0.00331861398422084,0.0859325270528326,50.0626581626457,10.2336713639661,Current trends,21904983,50.0626581626457,36.2540699126565,7.71343651327251,6.52608697539807,1.19842267122832,LIC,SSAFR_WEST,AFR,FALSE,FALSE,FALSE,33.25727301409,,,,32.0523581112793,72.0217655294658,,,,105826,84734.446486972,129213.261577642,4135,3073.74005767004,5351.18062109552,0.00483113819353341,0.00386827264312289,0.00589880674993639,0.000517993394595279,18.8769833786221,14.0321499344238,24.4290562612878,2.65227202215919,4.30201072689826,0.895605390756252,45.7606474357474,9.3558030190087,,,,,,2.72930271376819,6.22677954176439,,,,0.00900712582214045,0.00208523881457,0.000459828091390943,9.40125208690999e-05,20.4194612131798,8.72131426707541,18.5626912796712,0.0901024901929819,0.0366855874522028,29.2957024062623,65.8363990974915,0.0795390363185128,0.0925459835334588
2000,FALSE,TRUE,MLT,EUR,4.00789555424186,16,,,,,,,,,,,16,,,,,,,,,,,,,,,,,0.0271231456358018,0.0112397238456054,,4.60907988737814,0.352735705666694,"Case notifications,
Standard adjustment",399212,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,4.00789555424186,,,,3.94364197097175,5.32563082273688,,,,57,37.9671122028908,79.8377377228253,4,2.64288059263417,5.63385848376485,0.000142781279119866,9.51051376283549e-05,0.000199988321300024,2.67559142019565e-05,1.00197388856046,0.66202433610066,1.41124477314431,0.191127662511134,0.126779410007075,0.0535763816846703,4.5474354362138,0.351984134530175,0.0271231456358018,0.0112397238456054,,,,0.0445049228499736,0.251356470227108,,,,0.00919107285604975,0.00410470440858991,4.54808482083841e-05,3.52034419489937e-06,162.730402160044,69.503448853453,147.933100955862,0.0232467637873818,0.0108149775224946,3.88371386475923,5.26274191018884,0.00967312168780711,0.0530850387106185
2001,FALSE,TRUE,MLT,EUR,3.97860505133644,16,,,,,,,,,,,16,,,,,,,,,,,,,,,,,0.0285585670420348,0.0117484723822351,,4.5753958090369,0.350157842528335,"Case notifications,
Standard adjustment",402151,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,3.97860505133644,,,,3.9148210545529,5.28671005527352,,,,64,42.6937336726441,89.5498055759984,1,0.744613292568946,1.29246218183991,0.000159144202053458,0.000106163440281497,0.00022267706800679,2.9722864215636e-05,0.248662815708527,0.185157637944192,0.321387285333098,0.0347524610685985,0.132587891112686,0.0556368636202954,4.51007821035985,0.349467116982247,0.0285585670420348,0.0117484723822351,,,,0.0469771513980665,0.261828079109212,,,,0.0086219166017295,0.00382664485666131,4.51079608138854e-05,3.49522767222976e-06,141.705103278658,60.5233765004468,128.819661667558,0.0220837962387472,0.0102574253134654,3.85113110344789,5.22029625944544,0.0102768606956642,0.0556626484049403
2002,FALSE,TRUE,MLT,EUR,5.93033340828616,24,,,,,,,,,,,24,,,,,,,,,,,,,,,,,0.0291190871934965,0.0119169537487723,,6.81988341952908,0.521929853535389,"Case notifications,
Standard adjustment",404699,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,5.93033340828616,,,,5.83525895451363,7.88013624974096,,,,73,48.1356076399475,102.958217238615,1,0.789434823905705,1.23508134092679,0.000180380974502037,0.00011894175088139,0.00025440689806156,3.45574355051454e-05,0.247097225345257,0.195067154578021,0.305185172418709,0.0280913310818082,0.201566715123521,0.0841580322081879,6.72058416770152,0.52094183372872,0.0291190871934965,0.0119169537487723,,,,0.071885146571649,0.396922254753587,,,,0.0115846373870982,0.00513328743917997,6.72179665996218e-05,5.21035870475426e-06,122.112542456098,52.1552379660154,111.008679578931,0.0209152430072951,0.00969291313903829,5.73832193096435,7.77930116108174,0.0105469198111043,0.0565900904108152
2003,FALSE,TRUE,MLT,EUR,1.72024407805976,7,,,,6,,,,1,,,7,,,,,0.857142857142857,,,,,,,,,,,,0.0289028725672812,0.0117843594820985,,1.97828068976873,0.15139903238026,"Case notifications,
Standard adjustment",406919,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,1.72024407805976,,,,1.69266583845219,2.28583452730275,,,,84,56.7218660117898,116.547669948574,1,0.766985890277533,1.26344998866813,0.000206429289367171,0.000139393505861829,0.000286414912915284,3.7505460983024e-05,0.245749154008537,0.188486133672189,0.31049176584729,0.0311238857589545,0.0580425298151999,0.0241465603907522,1.95014989742836,0.151121615585808,0.0289028725672812,0.0117843594820985,,,,0.0207966118128009,0.114065629650803,,,,0.00290455475991826,0.00127641343166145,1.95055255134974e-05,1.51152835665372e-06,104.328501933044,44.5595328335097,94.8417665302396,0.0197614693158099,0.00913167441917893,1.66519971032451,2.25727382322126,0.0105196388495144,0.0560553226761913
2004,FALSE,TRUE,MLT,EUR,4.40315265730263,18,,,,19,,1,,,,,19,,,,,1,,,,,,,0.0526315789473684,0.0526315789473684,0.0692699090576528,,,0.0526315789473684,0.0692699090576528,0.0526315789473684,5.06362555589802,0.387522363971788,"Case notifications,
Standard adjustment",408798,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,4.40315265730263,,,,4.33256228456579,5.85084233877667,,,,95,64.9099917575025,130.728426027479,1,0.740225155684007,1.29824221904876,0.00023238861246875,0.000158782557051411,0.000319787342471046,4.10726493417437e-05,0.244619592072368,0.181073575625127,0.317575482034833,0.0348219149004353,0.27046166630518,0.357602683431582,4.86830999349324,0.516006964534491,0.0526315789473684,0.0692699090576528,,,,0.000611529529216925,1.278134189966,,,,0.0120018876796557,0.0155250047567003,4.86944160448768e-05,5.16126945318673e-06,86.0139475220261,36.7372410006162,78.1925799573324,0.0187160124662449,0.008617444228128,3.90970784637622,5.93042869092633,5.19707503779774e-05,0.250578368179398
2005,FALSE,TRUE,MLT,EUR,5.36313284967626,22,,,,1,,0,,0,,,23,,,,,0.0434782608695652,,,,,,,0,,,,,0.0262046719806547,0.0106407486679374,0.0669736842105263,6.1676027771277,0.472010416616916,"Case notifications,
Standard adjustment",410208,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,5.36313284967626,,,,5.2771519132608,7.12644905309312,,,,108,75.8742711607836,145.70633086146,1,0.70003666566689,1.35261208339564,0.000263281067165926,0.00018496536186711,0.000355201095204043,4.34274829941154e-05,0.243778765894376,0.170654074437088,0.329738104424009,0.0405826607109491,0.163836267353639,0.0678902892266071,6.08834149219205,0.470697521285445,0.0262046719806547,0.0106407486679374,,,,0.0590003747340713,0.321264140647372,,,,0.00639217468202673,0.00277540811071504,6.08994487086497e-05,4.70821553985816e-06,70.9976276475109,30.3236513670147,64.541714879291,0.0176909413337284,0.00810743236430615,5.20072471557152,7.04485864556149,0.0095962728660393,0.0507184246934735
2006,FALSE,TRUE,MLT,EUR,7.29577307227436,30,,,,,1,2,2,1,1,,30,,,,,,,,,,,,,,,,,0.0240476292169917,0.00976896379509301,0.0813157894736842,8.39013903311551,0.642102477024147,"Case notifications,
Standard adjustment",411197,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,7.29577307227436,,,,7.17880731831551,9.69451084317081,,,,122,86.5767224918146,163.401335997134,1,0.714885100038491,1.3322164100937,0.000296694771605824,0.00021054804021385,0.000397379689047182,4.76611349064621e-05,0.243192435742479,0.173854648754366,0.323984953706789,0.0382985471817405,0.204179658894547,0.0846421392842764,8.286456031308,0.639600348538707,0.0240476292169917,0.00976896379509301,,,,0.0734904529512752,0.400463742611299,,,,0.00705939561540639,0.00305954105850539,8.28891532798265e-05,6.39790292980751e-06,57.0272272909412,24.3567822770573,51.8416624065535,0.016609604643916,0.00757188924590641,7.08025234515487,9.58613062438174,0.00880824356422076,0.0465614585773995
2007,FALSE,TRUE,MLT,EUR,9.22148800842553,38,,,,,27,,2,,2,,38,,,,,,,,,,,,,,,,,0.0224258721259096,0.00911943314473633,0.0956578947368421,10.6047112096894,0.811585041557859,"Case notifications,
Standard adjustment",412081,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,9.22148800842553,,,,9.07364792756002,12.2533698778569,,,,138,99.2341548543743,183.055964144865,1,0.719106636588655,1.32648458630211,0.000334885617148085,0.000240812255004172,0.000444223257429644,5.18905618432326e-05,0.24267073706383,0.17450613752846,0.321898992261743,0.0376002180442048,0.240284663605665,0.0997074066908984,10.4743338028063,0.807575058950855,0.0224258721259096,0.00911943314473633,,,,0.0863766726140773,0.471536496702958,,,,0.00734739786135889,0.00317816372852652,0.00010477842709851,8.07845777906542e-06,44.5372830841216,19.0222277817799,40.4874461522155,0.0158947773185999,0.00720511639612743,8.95128280405171,12.1152697253724,0.00820823883974066,0.0434506922763384
2008,FALSE,TRUE,MLT,EUR,11.6110023923503,48,,,,45,45,5,5,,5,,53,0.11,2008,,,0.849056603773585,0.11,0.088,0.132,,,,0.111111111111111,,,0.0112244897959184,,0.11,0.0112244897959184,0.11,13.3526527512028,1.02188669014307,"Case notifications,
Standard adjustment",413401,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,11.6110023923503,,,,11.4248513002379,15.4285174039036,,,,156,112.581760282284,206.386230067656,1,0.733145748054439,1.30763062009737,0.000377357577751384,0.000272330643327627,0.000499239793971605,5.7884987409178e-05,0.241895883173964,0.177344938220865,0.316310463713772,0.0354503891563537,1.48280922995021,0.189487977019636,11.997274678688,0.930614557208767,0.11,0.0112244897959184,,,,1.13485753511229,1.87657602279102,,,,0.0402191482707954,0.00784518740906305,0.000120018036904866,9.30966123643592e-06,42.8396788440181,18.29716751087,38.9442074205411,0.0162999383499453,0.00735899096199454,10.2425994800783,13.8886179674219,0.0889732696556846,0.132929712925957
2009,FALSE,TRUE,MLT,EUR,10.1083032490975,42,,,,38,37,4,4,,,,44,0.13,2009,,,0.863636363636364,0.13,0.104,0.156,,,,0.105263157894737,,,0.013265306122449,,0.13,0.013265306122449,0.13,11.6245487364621,0.889633831872099,"Case notifications,
Standard adjustment",415500,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,10.1083032490975,,,,9.9462449830554,13.4317555237729,,,,175,127.756413459121,229.557832167742,1,0.774870573808924,1.25340311990371,0.000421179302045728,0.000307476326014732,0.000552485757323085,6.25024059460083e-05,0.240673886883273,0.186491112830066,0.301661400698848,0.0293801754767301,1.5256621772334,0.194964148954642,10.210200724562,0.796839405529879,0.13,0.013265306122449,,,,1.16765472479608,1.93080875680128,,,,0.0370212996879867,0.00709394037114317,0.000102145029016852,7.97175415071537e-06,41.4907481124129,17.7210284682173,37.7179368315657,0.0176835326259338,0.00795491750324564,8.70812762483524,11.830013480647,0.105117858473247,0.157065531492105
2010,FALSE,TRUE,MLT,EUR,6.9252904442932,29,,,,26,26,3,3,,,,32,0.093,2010,,,0.8125,0.093,0.0744,0.1116,,,,0.115384615384615,,,0.00948979591836735,,0.093,0.00948979591836735,0.093,7.96408401093718,0.609496225326825,"Case notifications,
Standard adjustment",418755,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,6.9252904442932,,,,6.81426444958713,9.2022194235047,,,,198,144.719693459809,259.49747010715,1,0.784942859148741,1.24069989870019,0.000472830175162088,0.00034559514145457,0.00061968805174183,6.99216607875664e-05,0.238803118768731,0.187446802819964,0.296283005265655,0.0277643373585946,0.748701892786362,0.0956765065858297,7.30185609416377,0.56404401000007,0.093,0.00948979591836735,,,,0.573013769882326,0.947523198833889,,,,0.0161807494131285,0.00309475746175536,7.30531030104587e-05,5.64311064590049e-06,43.9633236371349,18.7770851376391,39.9656776339263,0.0193201257816683,0.00866822030164128,6.23817544997634,8.44803115785097,0.0752417419061527,0.112405376422985
2011,FALSE,TRUE,MLT,EUR,7.0826378576437,30,,,,30,30,5,5,,,,33,,,,,0.909090909090909,,,,,,,0.166666666666667,0.166666666666667,0.0741811230525695,,,0.166666666666667,0.0741811230525695,0.166666666666667,8.14503353629026,0.62334440328752,"Case notifications,
Standard adjustment",423571,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,7.0826378576437,,,,6.96908919444027,9.41130016456723,,,,224,164.618995311195,292.379302428203,1,0.788684363853417,1.23601803295397,0.000528836960037396,0.000388645576092781,0.00069027223872315,7.69455772016246e-05,0.236087928588123,0.186198857771995,0.291808937097669,0.0269413467667537,1.376520157043,0.623427500154183,6.88260078521498,0.809325774408313,0.166666666666667,0.0741811230525695,,,,0.438819853406277,2.84059456718623,,,,0.0265802390389288,0.0123820634522747,6.88624252557069e-05,8.09754175796708e-06,40.421580635131,17.2643785362645,36.7459902361169,0.0204157798374403,0.00914049814107848,5.388313678713,8.55697422090221,0.0499077712552933,0.334981834161254
2012,FALSE,TRUE,MLT,EUR,9.76955481069161,42,,,,42,42,4,4,,,,43,,,,,0.976744186046512,,,,,,,0.0952380952380952,0.0952380952380952,0.0509340055898008,,,0.0952380952380952,0.0509340055898008,0.0952380952380952,11.2349880322954,0.859820512675665,"Case notifications,
Standard adjustment",429907,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,9.76955481069161,,,,9.61292766460655,12.9816321305035,,,,254,186.72691269774,331.455814559962,1,0.800596773992878,1.22124269618921,0.000590825457598969,0.000434342573388524,0.000770994225634759,8.58805235322027e-05,0.23260844787361,0.186225572971103,0.284071368037555,0.024960662006748,1.09054097944804,0.59085860174282,10.3601393047564,0.985285597558822,0.0952380952380952,0.0509340055898008,,,,0.256459591432311,2.51686406879029,,,,0.0188479115494242,0.0103542082928641,0.000103662640339491,9.85868475951895e-06,40.718484896883,17.3911887075486,37.0158965814892,0.0214235888053212,0.00957478163664282,8.51922988567142,12.3784189978844,0.0212585508462735,0.215898384264538
2013,FALSE,TRUE,MLT,EUR,11.4279184046626,50,,,,44,38,0,0,,,,50,,,,,0.88,,,,,,,0,0,0.0181433001184178,,,0,0.0181433001184178,0,13.142106165362,1.0057734310226,"Case notifications,
Standard adjustment",437525,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,11.4279184046626,,,,11.2447027218043,15.1852384331764,,,,288,212.751897246343,374.457634749011,1,0.842401236300765,1.17091278811368,0.000658248100108565,0.000486262264433673,0.000855854259182929,9.42836721299124e-05,0.228558368093252,0.192537851848641,0.267621916030782,0.0191540980056482,0,0.245525078379617,13.493091537133,1.06142201372125,0,0.0181433001184178,,,,0,0.481229153624049,,,,0,0.00372997777493201,0.000135019793094649,1.06212191685062e-05,31.5104580818546,13.458367229297,28.6451684179086,0.0217638464942928,0.00971644147662474,11.4929081977603,15.65134978894,0,0.0355608682320989
2014,FALSE,TRUE,MLT,EUR,10.0797193806124,45,,,,,35,,6,,,,46,,,,,0.760869565217391,,,,,,,0.171428571428571,0.171428571428571,0.0613561953918531,,,0.171428571428571,0.0613561953918531,0.171428571428571,11.5916772877043,0.887118159773289,"Case notifications,
Standard adjustment",446441,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,10.0797193806124,,,,9.91811939752765,13.3937737467474,,,,328,244.231225483551,423.919887085656,1,0.473460039036285,1.72004984813793,0.00073469954596464,0.000547062714857172,0.000949554111485405,0.000102676376690876,0.22399376401361,0.106052096253768,0.385280439775452,0.0712317202861439,2.06221171376103,0.756883938437323,9.96735661651164,1.06293993663149,0.171428571428571,0.0613561953918531,,,,0.856216195454586,3.78908151083656,,,,0.0286169837501656,0.0110235079590743,9.97468511837407e-05,1.06372194606398e-05,30.7171103678265,13.1195221116482,27.9239609120302,0.0222669340712202,0.00992790580766914,7.99337170651515,12.1558715837911,0.0695581051718302,0.30699471223621
2015,FALSE,TRUE,MLT,EUR,7.00864472522827,32,4,26,4,,,,,,,,32,,,,,0.8125,,,,,,,0.153846153846154,0.153846153846154,0.0701857656326295,,,0.153846153846154,0.0701857656326295,0.153846153846154,8.05994143401251,0.616832252602999,"Case notifications,
Standard adjustment",456579,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,7.00864472522827,,,,6.89628235552965,9.31297926714379,,,,373,276.747698487799,483.381619692624,1,0.503239852834656,1.66445927592922,0.000816945150784421,0.000606133217882993,0.00105870313722844,0.000115451510037104,0.219020147663384,0.110219666877946,0.364550116393705,0.064880216713204,1.30582884025899,0.605771131142689,7.18205862142443,0.811839691859671,0.153846153846154,0.0701857656326295,,,,0.401622524964628,2.73347515559715,,,,0.0163035225183196,0.00775152051693985,7.18793086257341e-05,8.12503887107683e-06,28.6200991335635,12.2238719373042,26.0176338182233,0.023088847914401,0.0102725526639759,5.67949336259745,8.85828796526323,0.0445517030315574,0.31412635150532
2016,FALSE,TRUE,MLT,EUR,10.6904993532248,50,8,46,8,,,,,,,1,50,,,,,0.92,,,,,,,0.173913043478261,0.173913043478261,0.0583181972387721,,,0.173913043478261,0.0583181972387721,0.173913043478261,12.2940742562085,0.940873029811876,"Case notifications,
Standard adjustment",467705,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,10.6904993532248,,,,10.5191067562213,14.2053681605348,,,,424,315.145877571457,548.736458009016,1,0.547355034564763,1.58678532796368,0.000906554345153462,0.000673813360069823,0.00117325334988725,0.000127408160667711,0.213809987064496,0.117029972859979,0.339270550446045,0.0566940248944047,2.29305731038136,0.790893672268637,10.8920222243115,1.13558819373743,0.173913043478261,0.0583181972387721,,,,1.01476743080563,4.08346549923707,,,,0.0257938130824883,0.00942063343709298,0.000109019055713071,1.13661945050954e-05,28.3044273887313,12.0890460247507,25.730666543041,0.0249753038585104,0.0110659099655963,8.78046646555243,13.2276541971342,0.0758033744616752,0.301833123883051
2017,FALSE,TRUE,MLT,EUR,8.75917888954467,42,0,36,0,,,,,,,1,42,,,,,0.857142857142857,,,,,,,0,0,0.0214499629949886,,,0,0.0214499629949886,0,10.0730557229764,0.770897121656355,"Case notifications,
Standard adjustment",479497,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,8.75917888954467,,,,8.61875090118032,11.6390610058462,,,,492,369.36064345304,631.928299494802,1,0.561770567661104,1.5625058514197,0.00102607524134666,0.000770308559705358,0.00131789833824779,0.000139691270036335,0.208551878322492,0.117158307072016,0.325863530203464,0.0532411283498592,0,0.23726415393637,11.0290339890623,0.876772152681307,0,0.0214499629949886,,,,0,0.465037741715285,,,,0,0.00231234654512251,0.00011040362447284,8.77674068714176e-06,27.8194478235036,11.8819073957094,25.2897868424317,0.0274580144015322,0.0121128191229086,9.37752357834517,12.812503928676,0,0.0420419274701777
2018,FALSE,TRUE,MLT,EUR,11.1882763138088,55,7,44,,,,,,,,1,55,,,,,0.8,,,,,,,0.159090909090909,0.159090909090909,0.0536661181636754,,,0.159090909090909,0.0536661181636754,0.159090909090909,12.8665177608801,0.984682481700007,"Case notifications,
Standard adjustment",491586,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,11.1882763138088,,,,11.0089028362493,14.8668059842182,,,,568,431.017372987518,723.568232889072,2,1.53076807375036,2.5310044119389,0.00115544380840789,0.000876789357279333,0.00147190569481041,0.000151815392227316,0.406846411411228,0.311393748754107,0.514865031131664,0.0519059393820299,2.29081057699969,0.794600449514912,10.5757071838804,1.20804913936617,0.159090909090909,0.0536661181636754,,,,1.00813657730615,4.09086631791869,,,,0.0201685138919018,0.00735386625338935,0.000121225774294688,1.20944799042486e-05,27.5772366481763,11.7784570765764,25.0696002652665,0.0303956555764527,0.0133530635390771,8.34124248819554,13.071300897971,0.069214062670284,0.27723672661509
2019,FALSE,TRUE,MLT,EUR,19.4585364400806,98,0,50,0,,,,,,,1,98,,,,,0.510204081632653,,,,,,,0,,,,,0.0327782967811766,0.0132490313313992,0.0879488158899924,22.3773169060927,1.71254976322138,"Case notifications,
Standard adjustment",503635,,,,,,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,19.4585364400806,,,,19.1465602538823,25.8561860642108,,,,654,497.736145165996,831.235812460201,2,1.12825994955865,3.1171605116199,0.00129855947263395,0.000988287440638549,0.00165047268847519,0.000168924808121591,0.397112988573074,0.22402334022827,0.618932463315674,0.100742123236583,0.838852630187,0.346063620178033,21.5384642759057,1.9246312126045,0.0327782967811766,0.0132490313313992,,,,0.303801601529273,1.64083044293601,,,,0.00656918753345884,0.00279433279800889,0.000247850418509917,1.92713827020894e-05,25.4069369643388,10.8515048226029,23.0966489422687,0.0336498779278954,0.0147288706298173,17.9316588160774,25.4707971986749,0.0120460027821003,0.0632519860037043
2020,FALSE,TRUE,MLT,EUR,27.165581983786,140,2,119,2,,,,,,,1,140,,,,,0.85,,,,,,,0.0168067226890756,0.0168067226890756,0.012478603784918,,,0.0168067226890756,0.012478603784918,0.0168067226890756,31.2404192813539,2.39084841438933,"Case notifications,
Standard adjustment",515358,38.6042953009619,33.569230554244,0.595130823749557,0.230897155494348,0.187779792431203,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,27.165581983786,,,,26.7300245689612,36.0971672258191,,,,742,562.9437960567,945.357082367103,2,1.5313796435985,2.53022028725739,0.00143977584514066,0.00109233541743157,0.00183436966607116,0.00018929445118357,0.388079742625515,0.297148708974829,0.490963618932353,0.0494425790707969,0.612829750699525,0.458746227690996,30.7153702178018,2.38295906257619,0.0168067226890756,0.012478603784918,,,,0.0614234105364008,1.78324941786276,,,,0.00432999984234554,0.00323500416584154,0.00030759658334658,2.38640206025347e-05,31.4183968343082,13.4190471383656,28.5614784273067,0.0372915116022357,0.0162694179658374,26.2222952933618,35.5583956542865,0.0016756147324036,0.0485349917538431
2021,FALSE,TRUE,MLT,EUR,10.2515814013532,54,1,47,1,,,,,,,1,54,,,,,0.87037037037037,,,,,,,0.0212765957446809,0.0212765957446809,0.0251138829347024,,,0.0212765957446809,0.0251138829347024,0.0212765957446809,11.7893186115562,0.902243771292566,"Case notifications,
Standard adjustment",526748,60.0497093100592,52.2185051267207,0.713428522005688,0.230897155494347,0.187779792431203,HIC,EUR_WEST,EUR,FALSE,FALSE,FALSE,10.2515814013532,,,,10.0872259659707,13.6221411877322,,,,843,637.022541929184,1077.32845619849,3,2.08423365827059,4.07991337843375,0.00160038576321125,0.00120934971168222,0.00204524451198389,0.000213238469464712,0.569532300075178,0.395679463096318,0.774547483508956,0.0966500052073056,0.250836566203323,0.297561215996904,11.5384820453529,0.931636376183275,,,,,,0.00172711215851803,1.07501901546047,,,,0.00159517646424029,0.00187100078768061,0.000115569781950676,9.33133008401184e-06,24.8865545434097,10.6292453523552,22.6235856167369,0.0413369503918792,0.0179817734468419,9.78475639912956,13.4346176918755,0.000123552457848761,0.0910149468766757
